Gene name	Zebrafish gene name
Igkv6-32	si:dkey-234i14.13
Igkv8-28	si:dkey-234i14.13
Igkv6-14	si:dkey-234i14.13
Igkv6-13	si:dkey-234i14.13
Igkv3-12	si:dkey-234i14.13
Igkv3-10	si:dkey-234i14.13
Igkv3-9	si:dkey-234i14.13
Igkv3-5	si:dkey-234i14.13
Igkv3-4	si:dkey-234i14.13
Igkv3-3	si:dkey-234i14.13
Igkv3-2	si:dkey-234i14.13
Igkv14-130	si:dkey-234i14.14
Igkv14-126	si:dkey-234i14.14
Igkv11-125	si:dkey-234i14.14
Igkv9-124	si:dkey-234i14.14
Igkv9-123	si:dkey-234i14.14
Igkv14-111	si:dkey-234i14.14
Igkv16-104	si:dkey-234i14.14
Igkv15-103	si:dkey-234i14.14
Igkv14-100	si:dkey-234i14.14
Igkv10-96	si:dkey-234i14.14
Igkv10-94	si:dkey-234i14.14
Igkv19-93	si:dkey-234i14.14
Igkv12-44	si:dkey-234i14.14
Igkv6-32	si:dkey-234i14.14
Igkv8-28	si:dkey-234i14.14
Igkv6-14	si:dkey-234i14.14
Igkv6-13	si:dkey-234i14.14
Igkv3-12	si:dkey-234i14.14
Igkv3-10	si:dkey-234i14.14
Igkv3-9	si:dkey-234i14.14
Igkv3-5	si:dkey-234i14.14
Igkv3-4	si:dkey-234i14.14
Igkv3-3	si:dkey-234i14.14
Igkv3-2	si:dkey-234i14.14
Igkv14-130	si:dkey-234i14.15
Igkv14-126	si:dkey-234i14.15
Igkv11-125	si:dkey-234i14.15
Igkv9-124	si:dkey-234i14.15
Igkv9-123	si:dkey-234i14.15
Igkv14-111	si:dkey-234i14.15
Igkv16-104	si:dkey-234i14.15
Igkv15-103	si:dkey-234i14.15
Igkv14-100	si:dkey-234i14.15
Igkv10-96	si:dkey-234i14.15
Igkv10-94	si:dkey-234i14.15
Igkv19-93	si:dkey-234i14.15
Igkv12-44	si:dkey-234i14.15
Igkv6-32	si:dkey-234i14.15
Igkv8-28	si:dkey-234i14.15
Igkv6-14	si:dkey-234i14.15
Igkv6-13	si:dkey-234i14.15
Igkv3-12	si:dkey-234i14.15
Igkv3-10	si:dkey-234i14.15
Igkv3-9	si:dkey-234i14.15
Igkv3-5	si:dkey-234i14.15
Igkv3-4	si:dkey-234i14.15
Igkv3-3	si:dkey-234i14.15
Igkv3-2	si:dkey-234i14.15
Igkv14-130	si:dkey-234i14.9
Igkv14-126	si:dkey-234i14.9
Igkv11-125	si:dkey-234i14.9
Igkv9-124	si:dkey-234i14.9
Igkv9-123	si:dkey-234i14.9
Igkv14-111	si:dkey-234i14.9
Igkv16-104	si:dkey-234i14.9
Igkv15-103	si:dkey-234i14.9
Igkv14-100	si:dkey-234i14.9
Igkv10-96	si:dkey-234i14.9
Igkv10-94	si:dkey-234i14.9
Igkv19-93	si:dkey-234i14.9
Igkv12-44	si:dkey-234i14.9
Igkv6-32	si:dkey-234i14.9
Igkv8-28	si:dkey-234i14.9
Igkv6-14	si:dkey-234i14.9
Igkv6-13	si:dkey-234i14.9
Igkv3-12	si:dkey-234i14.9
Igkv3-10	si:dkey-234i14.9
Igkv3-9	si:dkey-234i14.9
Igkv3-5	si:dkey-234i14.9
Igkv3-4	si:dkey-234i14.9
Igkv3-3	si:dkey-234i14.9
Igkv3-2	si:dkey-234i14.9
Sult3a2	si:dkey-236e20.3
Sult3a1	si:dkey-236e20.3
Nlrp6	si:dkey-237g15.2
Pecam1	si:dkey-237i9.8
Ms4a15	si:dkey-238j22.1
Ms4a18	si:dkey-238j22.1
Ms4a8a	si:dkey-238j22.1
Ms4a12	si:dkey-238j22.1
Ms4a4a	si:dkey-238j22.1
Ms4a4c	si:dkey-238j22.1
Ms4a4b	si:dkey-238j22.1
Ms4a4d	si:dkey-238j22.1
Nlrp6	si:dkey-238k10.2
Nlrp6	si:dkey-238k10.3
Fmo4	si:dkey-239i20.2
Fmo1	si:dkey-239i20.2
Fmo2	si:dkey-239i20.2
Fmo6	si:dkey-239i20.2
Fmo3	si:dkey-239i20.2
Gm4846	si:dkey-239i20.2
Gm4847	si:dkey-239i20.2
Fmo9	si:dkey-239i20.2
Fmo5	si:dkey-239i20.2
Fmo4	si:dkey-239i20.4
Fmo1	si:dkey-239i20.4
Fmo2	si:dkey-239i20.4
Fmo6	si:dkey-239i20.4
Fmo3	si:dkey-239i20.4
Gm4846	si:dkey-239i20.4
Gm4847	si:dkey-239i20.4
Fmo9	si:dkey-239i20.4
Fmo5	si:dkey-239i20.4
Ctsq	si:dkey-239j18.2
Cts6	si:dkey-239j18.2
Ctsl	si:dkey-239j18.2
4930486L24Rik	si:dkey-239j18.2
Ctsj	si:dkey-239j18.2
Cts8	si:dkey-239j18.2
Cts7	si:dkey-239j18.2
Ctsll3	si:dkey-239j18.2
Ctsr	si:dkey-239j18.2
Ctsm	si:dkey-239j18.2
Cts3	si:dkey-239j18.2
BC051665	si:dkey-239j18.2
Ctsq	si:dkey-239j18.3
Cts6	si:dkey-239j18.3
Ctsl	si:dkey-239j18.3
4930486L24Rik	si:dkey-239j18.3
Ctsj	si:dkey-239j18.3
Cts8	si:dkey-239j18.3
Cts7	si:dkey-239j18.3
Ctsll3	si:dkey-239j18.3
Ctsr	si:dkey-239j18.3
Ctsm	si:dkey-239j18.3
Cts3	si:dkey-239j18.3
BC051665	si:dkey-239j18.3
Hist1h1c	si:dkey-23a13.17
Hist1h1a	si:dkey-23a13.17
Hist1h1b	si:dkey-23a13.17
Hist1h1d	si:dkey-23a13.17
Hist1h1e	si:dkey-23a13.17
Hist1h1t	si:dkey-23a13.17
Gm6970	si:dkey-23a13.17
Hist1h1c	si:dkey-23a13.9
Hist1h1a	si:dkey-23a13.9
Hist1h1b	si:dkey-23a13.9
Hist1h1d	si:dkey-23a13.9
Hist1h1e	si:dkey-23a13.9
Hist1h1t	si:dkey-23a13.9
Gm6970	si:dkey-23a13.9
Tnfrsf14	si:dkey-23c22.5
Tnfrsf14	si:dkey-23c22.7
Tnfrsf14	si:dkey-23c22.9
Hyls1	si:dkey-23f9.4
Majin	si:dkey-23i12.11
Batf2	si:dkey-23i12.7
4933427D14Rik	si:dkey-243i1.1
Gm7271	si:dkey-245p14.4
AI314180	si:dkey-245p14.7
Taar5	si:dkey-246e3.4
Taar6	si:dkey-246e3.4
Taar7a	si:dkey-246e3.4
Taar7b	si:dkey-246e3.4
Taar7d	si:dkey-246e3.4
Taar7e	si:dkey-246e3.4
Taar7f	si:dkey-246e3.4
Taar8a	si:dkey-246e3.4
Taar8b	si:dkey-246e3.4
Taar8c	si:dkey-246e3.4
Taar9	si:dkey-246e3.4
A430105I19Rik	si:dkey-248g15.2
Dusp13	si:dkey-24f15.2
Sel1l3	si:dkey-24p1.6
Siglech	si:dkey-24p1.7
Siglecf	si:dkey-24p1.7
Siglecg	si:dkey-24p1.7
Cd33	si:dkey-24p1.7
Siglece	si:dkey-24p1.7
Psg16	si:dkey-250k15.10
Ceacam3	si:dkey-250k15.10
Psg29	si:dkey-250k15.10
Ceacam5	si:dkey-250k15.10
Ceacam14	si:dkey-250k15.10
Ceacam11	si:dkey-250k15.10
Ceacam13	si:dkey-250k15.10
Ceacam12	si:dkey-250k15.10
Psg18	si:dkey-250k15.10
Psg28	si:dkey-250k15.10
Psg26	si:dkey-250k15.10
Psg25	si:dkey-250k15.10
Psg27	si:dkey-250k15.10
Psg21	si:dkey-250k15.10
Psg23	si:dkey-250k15.10
Psg20	si:dkey-250k15.10
Psg22	si:dkey-250k15.10
Psg19	si:dkey-250k15.10
Psg17	si:dkey-250k15.10
Ceacam15	si:dkey-250k15.10
Ceacam9	si:dkey-250k15.10
Ceacam2	si:dkey-250k15.10
Ceacam16	si:dkey-250k15.10
Ceacam1	si:dkey-250k15.10
Ceacam20	si:dkey-250k15.10
Ceacam18	si:dkey-250k15.10
Ceacam10	si:dkey-250k15.10
Psg16	si:dkey-250k15.7
Ceacam3	si:dkey-250k15.7
Psg29	si:dkey-250k15.7
Ceacam5	si:dkey-250k15.7
Ceacam14	si:dkey-250k15.7
Ceacam11	si:dkey-250k15.7
Ceacam13	si:dkey-250k15.7
Ceacam12	si:dkey-250k15.7
Psg18	si:dkey-250k15.7
Psg28	si:dkey-250k15.7
Psg26	si:dkey-250k15.7
Psg25	si:dkey-250k15.7
Psg27	si:dkey-250k15.7
Psg21	si:dkey-250k15.7
Psg23	si:dkey-250k15.7
Psg20	si:dkey-250k15.7
Psg22	si:dkey-250k15.7
Psg19	si:dkey-250k15.7
Psg17	si:dkey-250k15.7
Ceacam15	si:dkey-250k15.7
Ceacam9	si:dkey-250k15.7
Ceacam2	si:dkey-250k15.7
Ceacam16	si:dkey-250k15.7
Ceacam1	si:dkey-250k15.7
Ceacam20	si:dkey-250k15.7
Ceacam18	si:dkey-250k15.7
Ceacam10	si:dkey-250k15.7
Psg16	si:dkey-250k15.9
Ceacam3	si:dkey-250k15.9
Psg29	si:dkey-250k15.9
Ceacam5	si:dkey-250k15.9
Ceacam14	si:dkey-250k15.9
Ceacam11	si:dkey-250k15.9
Ceacam13	si:dkey-250k15.9
Ceacam12	si:dkey-250k15.9
Psg18	si:dkey-250k15.9
Psg28	si:dkey-250k15.9
Psg26	si:dkey-250k15.9
Psg25	si:dkey-250k15.9
Psg27	si:dkey-250k15.9
Psg21	si:dkey-250k15.9
Psg23	si:dkey-250k15.9
Psg20	si:dkey-250k15.9
Psg22	si:dkey-250k15.9
Psg19	si:dkey-250k15.9
Psg17	si:dkey-250k15.9
Ceacam15	si:dkey-250k15.9
Ceacam9	si:dkey-250k15.9
Ceacam2	si:dkey-250k15.9
Ceacam16	si:dkey-250k15.9
Ceacam1	si:dkey-250k15.9
Ceacam20	si:dkey-250k15.9
Ceacam18	si:dkey-250k15.9
Ceacam10	si:dkey-250k15.9
Rnf180	si:dkey-250l23.4
Efcab6	si:dkey-256e7.5
Spag5	si:dkey-25o16.4
BC030867	si:dkey-260c8.8
Nrsn2	si:dkey-261i16.5
Nrsn1	si:dkey-261i16.5
Hist1h1c	si:dkey-261m9.12
Hist1h1a	si:dkey-261m9.12
Hist1h1b	si:dkey-261m9.12
Hist1h1d	si:dkey-261m9.12
Hist1h1e	si:dkey-261m9.12
Hist1h1t	si:dkey-261m9.12
Gm6970	si:dkey-261m9.12
Hist1h2bb	si:dkey-261m9.6
Hist1h2bm	si:dkey-261m9.6
Hist2h2be	si:dkey-261m9.6
Nlrp6	si:dkey-261p22.1
Pcdha11	si:dkey-262j3.7
Pcdha2	si:dkey-262j3.7
Pcdha9	si:dkey-262j3.7
Gm42416	si:dkey-262j3.7
Pcdha12	si:dkey-262j3.7
Pcdha7	si:dkey-262j3.7
Pcdha3	si:dkey-262j3.7
Pcdha8	si:dkey-262j3.7
Pcdha1	si:dkey-262j3.7
Pcdha4	si:dkey-262j3.7
Pcdha6	si:dkey-262j3.7
Pcdha11	si:dkey-262j3.7
Pcdha5	si:dkey-262j3.7
Nlrp6	si:dkey-264f17.5
Htra2	si:dkey-265c15.6
Nlrp6	si:dkey-265e15.5
Nuggc	si:dkey-266f7.1
Lrriq3	si:dkey-267j14.7
Ctsb	si:dkey-267n13.1
Ctsq	si:dkey-269i1.4
Cts6	si:dkey-269i1.4
Ctsl	si:dkey-269i1.4
4930486L24Rik	si:dkey-269i1.4
Ctsj	si:dkey-269i1.4
Cts8	si:dkey-269i1.4
Cts7	si:dkey-269i1.4
Ctsll3	si:dkey-269i1.4
Ctsr	si:dkey-269i1.4
Ctsm	si:dkey-269i1.4
Cts3	si:dkey-269i1.4
BC051665	si:dkey-269i1.4
Ctsq	si:dkey-26g8.4
Cts6	si:dkey-26g8.4
Ctsl	si:dkey-26g8.4
4930486L24Rik	si:dkey-26g8.4
Ctsj	si:dkey-26g8.4
Cts8	si:dkey-26g8.4
Cts7	si:dkey-26g8.4
Ctsll3	si:dkey-26g8.4
Ctsr	si:dkey-26g8.4
Ctsm	si:dkey-26g8.4
Cts3	si:dkey-26g8.4
BC051665	si:dkey-26g8.4
Ctsq	si:dkey-26g8.5
Cts6	si:dkey-26g8.5
Ctsl	si:dkey-26g8.5
4930486L24Rik	si:dkey-26g8.5
Ctsj	si:dkey-26g8.5
Cts8	si:dkey-26g8.5
Cts7	si:dkey-26g8.5
Ctsll3	si:dkey-26g8.5
Ctsr	si:dkey-26g8.5
Ctsm	si:dkey-26g8.5
Cts3	si:dkey-26g8.5
BC051665	si:dkey-26g8.5
Gm4869	si:dkey-26i13.8
Nlrp6	si:dkey-26m3.3
3830406C13Rik	si:dkey-274m17.3
Cytip	si:dkey-276j7.2
Nlrp6	si:dkey-279j5.1
Gon4l	si:dkey-27c15.3
Siglec1	si:dkey-27j5.10
Cd22	si:dkey-27j5.10
Siglec1	si:dkey-27j5.11
Cd22	si:dkey-27j5.11
Siglec1	si:dkey-27j5.6
Cd22	si:dkey-27j5.6
Siglec1	si:dkey-27j5.7
Cd22	si:dkey-27j5.7
Siglec1	si:dkey-27j5.8
Cd22	si:dkey-27j5.8
Siglec1	si:dkey-27j5.9
Cd22	si:dkey-27j5.9
Fam83g	si:dkey-27o4.1
Gpr165	si:dkey-27p18.2
Pgr15l	si:dkey-27p18.2
Sptbn4	si:dkey-27p18.5
4833427G06Rik	si:dkey-27p23.3
Eps8l2	si:dkey-287h13.1
Acot2	si:dkey-288i20.1
Acot1	si:dkey-288i20.1
AC133183.1	si:dkey-288i20.1
Acot3	si:dkey-288i20.1
Acot4	si:dkey-288i20.1
Acot5	si:dkey-288i20.1
Acot6	si:dkey-288i20.1
Hap1	si:dkey-28e7.3
Cdh3	si:dkey-30c15.12
Cdh1	si:dkey-30c15.12
Sdhb	si:dkey-31b16.7
Gm609	si:dkey-31e10.1
Gm609	si:dkey-31e10.5
Prrt4	si:dkey-31f5.11
Gm525	si:dkey-31g6.6
Nlrp6	si:dkey-31n13.4
Prss53	si:dkey-32n7.7
Prss36	si:dkey-32n7.7
H2-Ob	si:dkey-33b17.3
H2-Ab1	si:dkey-33b17.3
H2-Eb1	si:dkey-33b17.3
H2-Eb2	si:dkey-33b17.3
Htra2	si:dkey-33c12.10
Htra2	si:dkey-33c12.11
Htra2	si:dkey-33c12.12
Htra2	si:dkey-33c12.14
Zfp433	si:dkey-33c14.6
AC172027.3	si:dkey-33c14.6
Zfp873	si:dkey-33c14.6
Zfp976	si:dkey-33c14.6
Gm6710	si:dkey-33c14.6
Gm14419	si:dkey-33c14.6
Med26	si:dkey-33g10.1
Siglec1	si:dkey-33i11.1
Cd22	si:dkey-33i11.1
Aurkc	si:dkey-34d22.3
Aurkb	si:dkey-34d22.3
AI593442	si:dkey-35i13.1
1110002E22Rik	si:dkey-38l22.2
Arhgef15	si:dkey-38p12.3
Pip5k1b	si:dkey-3h23.3
BC037034	si:dkey-3k24.5
Nlrp6	si:dkey-3p4.1
Dtx3l	si:dkey-40c23.1
Dtx3l	si:dkey-40c23.2
Dtx3l	si:dkey-40c23.3
Lmtk3	si:dkey-40m6.8
Shisa4	si:dkey-42i9.6
Shisa4	si:dkey-42i9.7
Shisa4	si:dkey-42i9.8
Gpr33	si:dkey-42l23.1
1700088E04Rik	si:dkey-43k4.3
Slx4	si:dkey-44g23.2
Exoc3l4	si:dkey-45k15.1
AW549877	si:dkey-46a10.3
A2m	si:dkey-46g23.2
Gm7298	si:dkey-46g23.2
Mug1	si:dkey-46g23.2
Mug2	si:dkey-46g23.2
Pzp	si:dkey-46g23.2
A2ml1	si:dkey-46g23.2
A2m	si:dkey-46g23.5
Gm7298	si:dkey-46g23.5
Mug1	si:dkey-46g23.5
Mug2	si:dkey-46g23.5
Pzp	si:dkey-46g23.5
A2ml1	si:dkey-46g23.5
Vmn2r124	si:dkey-47k20.1
Vmn2r92	si:dkey-47k20.1
Vmn2r94	si:dkey-47k20.1
Vmn2r96	si:dkey-47k20.1
Vmn2r99	si:dkey-47k20.1
Vmn2r101	si:dkey-47k20.1
Vmn2r104	si:dkey-47k20.1
Vmn2r106	si:dkey-47k20.1
Vmn2r108	si:dkey-47k20.1
Vmn2r110	si:dkey-47k20.1
Vmn2r57	si:dkey-47k20.1
Vmn2r120	si:dkey-47k20.1
Vmn2r59	si:dkey-47k20.1
Vmn2r38	si:dkey-47k20.1
Vmn2r18	si:dkey-47k20.1
Vmn2r53	si:dkey-47k20.1
Vmn2r54	si:dkey-47k20.1
Vmn2r55	si:dkey-47k20.1
Vmn2r56	si:dkey-47k20.1
Vmn2r62	si:dkey-47k20.1
Vmn2r63	si:dkey-47k20.1
Vmn2r90	si:dkey-47k20.1
Vmn2r83	si:dkey-47k20.1
Vmn2r124	si:dkey-47k20.2
Vmn2r92	si:dkey-47k20.2
Vmn2r94	si:dkey-47k20.2
Vmn2r96	si:dkey-47k20.2
Vmn2r99	si:dkey-47k20.2
Vmn2r101	si:dkey-47k20.2
Vmn2r104	si:dkey-47k20.2
Vmn2r106	si:dkey-47k20.2
Vmn2r108	si:dkey-47k20.2
Vmn2r110	si:dkey-47k20.2
Vmn2r57	si:dkey-47k20.2
Vmn2r120	si:dkey-47k20.2
Vmn2r59	si:dkey-47k20.2
Vmn2r38	si:dkey-47k20.2
Vmn2r18	si:dkey-47k20.2
Vmn2r53	si:dkey-47k20.2
Vmn2r54	si:dkey-47k20.2
Vmn2r55	si:dkey-47k20.2
Vmn2r56	si:dkey-47k20.2
Vmn2r62	si:dkey-47k20.2
Vmn2r63	si:dkey-47k20.2
Vmn2r90	si:dkey-47k20.2
Vmn2r83	si:dkey-47k20.2
Vmn2r124	si:dkey-47k20.3
Vmn2r92	si:dkey-47k20.3
Vmn2r94	si:dkey-47k20.3
Vmn2r96	si:dkey-47k20.3
Vmn2r99	si:dkey-47k20.3
Vmn2r101	si:dkey-47k20.3
Vmn2r104	si:dkey-47k20.3
Vmn2r106	si:dkey-47k20.3
Vmn2r108	si:dkey-47k20.3
Vmn2r110	si:dkey-47k20.3
Vmn2r57	si:dkey-47k20.3
Vmn2r120	si:dkey-47k20.3
Vmn2r59	si:dkey-47k20.3
Vmn2r38	si:dkey-47k20.3
Vmn2r18	si:dkey-47k20.3
Vmn2r53	si:dkey-47k20.3
Vmn2r54	si:dkey-47k20.3
Vmn2r55	si:dkey-47k20.3
Vmn2r56	si:dkey-47k20.3
Vmn2r62	si:dkey-47k20.3
Vmn2r63	si:dkey-47k20.3
Vmn2r90	si:dkey-47k20.3
Vmn2r83	si:dkey-47k20.3
Vmn2r124	si:dkey-47k20.4
Vmn2r92	si:dkey-47k20.4
Vmn2r94	si:dkey-47k20.4
Vmn2r96	si:dkey-47k20.4
Vmn2r99	si:dkey-47k20.4
Vmn2r101	si:dkey-47k20.4
Vmn2r104	si:dkey-47k20.4
Vmn2r106	si:dkey-47k20.4
Vmn2r108	si:dkey-47k20.4
Vmn2r110	si:dkey-47k20.4
Vmn2r57	si:dkey-47k20.4
Vmn2r120	si:dkey-47k20.4
Vmn2r59	si:dkey-47k20.4
Vmn2r38	si:dkey-47k20.4
Vmn2r18	si:dkey-47k20.4
Vmn2r53	si:dkey-47k20.4
Vmn2r54	si:dkey-47k20.4
Vmn2r55	si:dkey-47k20.4
Vmn2r56	si:dkey-47k20.4
Vmn2r62	si:dkey-47k20.4
Vmn2r63	si:dkey-47k20.4
Vmn2r90	si:dkey-47k20.4
Vmn2r83	si:dkey-47k20.4
Vmn2r124	si:dkey-47k20.5
Vmn2r92	si:dkey-47k20.5
Vmn2r94	si:dkey-47k20.5
Vmn2r96	si:dkey-47k20.5
Vmn2r99	si:dkey-47k20.5
Vmn2r101	si:dkey-47k20.5
Vmn2r104	si:dkey-47k20.5
Vmn2r106	si:dkey-47k20.5
Vmn2r108	si:dkey-47k20.5
Vmn2r110	si:dkey-47k20.5
Vmn2r57	si:dkey-47k20.5
Vmn2r120	si:dkey-47k20.5
Vmn2r59	si:dkey-47k20.5
Vmn2r38	si:dkey-47k20.5
Vmn2r18	si:dkey-47k20.5
Vmn2r53	si:dkey-47k20.5
Vmn2r54	si:dkey-47k20.5
Vmn2r55	si:dkey-47k20.5
Vmn2r56	si:dkey-47k20.5
Vmn2r62	si:dkey-47k20.5
Vmn2r63	si:dkey-47k20.5
Vmn2r90	si:dkey-47k20.5
Vmn2r83	si:dkey-47k20.5
Vmn2r124	si:dkey-47k20.7
Vmn2r92	si:dkey-47k20.7
Vmn2r94	si:dkey-47k20.7
Vmn2r96	si:dkey-47k20.7
Vmn2r99	si:dkey-47k20.7
Vmn2r101	si:dkey-47k20.7
Vmn2r104	si:dkey-47k20.7
Vmn2r106	si:dkey-47k20.7
Vmn2r108	si:dkey-47k20.7
Vmn2r110	si:dkey-47k20.7
Vmn2r57	si:dkey-47k20.7
Vmn2r120	si:dkey-47k20.7
Vmn2r59	si:dkey-47k20.7
Vmn2r38	si:dkey-47k20.7
Vmn2r18	si:dkey-47k20.7
Vmn2r53	si:dkey-47k20.7
Vmn2r54	si:dkey-47k20.7
Vmn2r55	si:dkey-47k20.7
Vmn2r56	si:dkey-47k20.7
Vmn2r62	si:dkey-47k20.7
Vmn2r63	si:dkey-47k20.7
Vmn2r90	si:dkey-47k20.7
Vmn2r83	si:dkey-47k20.7
Vmn2r124	si:dkey-47k20.8
Vmn2r92	si:dkey-47k20.8
Vmn2r94	si:dkey-47k20.8
Vmn2r96	si:dkey-47k20.8
Vmn2r99	si:dkey-47k20.8
Vmn2r101	si:dkey-47k20.8
Vmn2r104	si:dkey-47k20.8
Vmn2r106	si:dkey-47k20.8
Vmn2r108	si:dkey-47k20.8
Vmn2r110	si:dkey-47k20.8
Vmn2r57	si:dkey-47k20.8
Vmn2r120	si:dkey-47k20.8
Vmn2r59	si:dkey-47k20.8
Vmn2r38	si:dkey-47k20.8
Vmn2r18	si:dkey-47k20.8
Vmn2r53	si:dkey-47k20.8
Vmn2r54	si:dkey-47k20.8
Vmn2r55	si:dkey-47k20.8
Vmn2r56	si:dkey-47k20.8
Vmn2r62	si:dkey-47k20.8
Vmn2r63	si:dkey-47k20.8
Vmn2r90	si:dkey-47k20.8
Vmn2r83	si:dkey-47k20.8
Vmn2r124	si:dkey-47k20.9
Vmn2r92	si:dkey-47k20.9
Vmn2r94	si:dkey-47k20.9
Vmn2r96	si:dkey-47k20.9
Vmn2r99	si:dkey-47k20.9
Vmn2r101	si:dkey-47k20.9
Vmn2r104	si:dkey-47k20.9
Vmn2r106	si:dkey-47k20.9
Vmn2r108	si:dkey-47k20.9
Vmn2r110	si:dkey-47k20.9
Vmn2r57	si:dkey-47k20.9
Vmn2r120	si:dkey-47k20.9
Vmn2r59	si:dkey-47k20.9
Vmn2r38	si:dkey-47k20.9
Vmn2r18	si:dkey-47k20.9
Vmn2r53	si:dkey-47k20.9
Vmn2r54	si:dkey-47k20.9
Vmn2r55	si:dkey-47k20.9
Vmn2r56	si:dkey-47k20.9
Vmn2r62	si:dkey-47k20.9
Vmn2r63	si:dkey-47k20.9
Vmn2r90	si:dkey-47k20.9
Vmn2r83	si:dkey-47k20.9
Tmem81	si:dkey-48j7.3
D10Wsu102e	si:dkey-48p11.3
Fcgrt	si:dkey-52p2.5
Mill1	si:dkey-52p2.5
Mill2	si:dkey-52p2.5
Ccdc92b	si:dkey-54n8.4
Elmo1	si:dkey-56f14.7
Nlrp6	si:dkey-56m15.2
Gm6020	si:dkey-56m15.3
Asic1	si:dkey-57c15.1
Faap100	si:dkey-57h18.1
Tap2	si:dkey-57h18.2
Mum1l1	si:dkey-57k2.7
Gm5640	si:dkey-57k2.7
Gm5936	si:dkey-57k2.7
Mum1	si:dkey-57k2.7
Gm14685	si:dkey-57k2.7
DXBay18	si:dkey-57k2.7
Gm765	si:dkey-58f6.2
Nlrp6	si:dkey-59l11.10
9330182L06Rik	si:dkey-5i3.1
AC155937.1	si:dkey-61n16.5
Rock2	si:dkey-65b13.9
D630003M21Rik	si:dkey-65j6.2
Pmf1	si:dkey-6i22.5
4930435E12Rik	si:dkey-70b23.2
Riiad1	si:dkey-71b5.6
Nlrp6	si:dkey-72l17.5
1700017B05Rik	si:dkey-73n10.1
Gimap3	si:dkey-73p2.1
Gimap8	si:dkey-73p2.1
Gimap9	si:dkey-73p2.1
Gimap1	si:dkey-73p2.1
Gimap6	si:dkey-73p2.1
Gimap5	si:dkey-73p2.1
Gimap7	si:dkey-73p2.1
Gimap4	si:dkey-73p2.1
Gimap3	si:dkey-73p2.2
Gimap8	si:dkey-73p2.2
Gimap9	si:dkey-73p2.2
Gimap1	si:dkey-73p2.2
Gimap6	si:dkey-73p2.2
Gimap5	si:dkey-73p2.2
Gimap7	si:dkey-73p2.2
Gimap4	si:dkey-73p2.2
Gimap3	si:dkey-73p2.3
Gimap8	si:dkey-73p2.3
Gimap9	si:dkey-73p2.3
Gimap1	si:dkey-73p2.3
Gimap6	si:dkey-73p2.3
Gimap5	si:dkey-73p2.3
Gimap7	si:dkey-73p2.3
Gimap4	si:dkey-73p2.3
Aspg	si:dkey-74k8.4
Ccdc150	si:dkey-75b17.1
Gm4952	si:dkey-76k16.5
Glyat	si:dkey-76k16.5
Keg1	si:dkey-76k16.5
Glyatl3	si:dkey-76k16.5
Gm4952	si:dkey-76k16.6
Glyat	si:dkey-76k16.6
Keg1	si:dkey-76k16.6
Glyatl3	si:dkey-76k16.6
6820408C15Rik	si:dkey-76p14.2
Ms4a15	si:dkey-77f5.10
Ms4a18	si:dkey-77f5.10
Ms4a8a	si:dkey-77f5.10
Ms4a12	si:dkey-77f5.10
Ms4a4a	si:dkey-77f5.10
Ms4a4c	si:dkey-77f5.10
Ms4a4b	si:dkey-77f5.10
Ms4a4d	si:dkey-77f5.10
Spink2	si:dkey-77g12.1
Spink2	si:dkey-77g12.4
Nat1	si:dkey-78a14.4
Nat2	si:dkey-78a14.4
Nat3	si:dkey-78a14.4
Gzmm	si:dkey-78l4.10
Gzmm	si:dkey-78l4.12
2410015M20Rik	si:dkey-78l4.14
Gzmm	si:dkey-78l4.7
Gzmm	si:dkey-78l4.8
Etaa1	si:dkey-78p8.1
Gm5294	si:dkey-7e14.3
Nlrp6	si:dkey-7i4.1
Aurkc	si:dkey-80c24.1
Aurkb	si:dkey-80c24.1
Aurkc	si:dkey-80c24.5
Aurkb	si:dkey-80c24.5
1700006E09Rik	si:dkey-83m22.7
Tmem8b	si:dkey-84j12.1
Dnal1	si:dkey-84k17.3
Htra2	si:dkey-84o3.2
Htra2	si:dkey-84o3.3
Htra2	si:dkey-84o3.4
Htra2	si:dkey-84o3.6
Htra2	si:dkey-84o3.7
Tarbp1	si:dkey-85a20.4
Urgcp	si:dkey-85k7.12
Gimap3	si:dkey-88j15.3
Gimap8	si:dkey-88j15.3
Gimap9	si:dkey-88j15.3
Gimap1	si:dkey-88j15.3
Gimap6	si:dkey-88j15.3
Gimap5	si:dkey-88j15.3
Gimap7	si:dkey-88j15.3
Gimap4	si:dkey-88j15.3
Gimap3	si:dkey-88j15.4
Gimap8	si:dkey-88j15.4
Gimap9	si:dkey-88j15.4
Gimap1	si:dkey-88j15.4
Gimap6	si:dkey-88j15.4
Gimap5	si:dkey-88j15.4
Gimap7	si:dkey-88j15.4
Gimap4	si:dkey-88j15.4
Gm19410	si:dkey-88l16.3
Tmem261	si:dkey-88p24.11
Zfp646	si:dkey-89b17.4
Cd5l	si:dkey-8e10.2
BC051019	si:dkey-8l13.5
4930415O20Rik	si:dkey-90a13.10
Lrg1	si:dkey-90m5.4
Sun2	si:dkey-92f12.2
Patj	si:dkey-92i15.4
Pprc1	si:dkey-93h22.8
1700003E16Rik	si:dkey-97l20.6
BC055324	si:dkey-97o5.1
Aurkc	si:dkey-99n20.6
Aurkb	si:dkey-99n20.6
6430628N08Rik	si:dkey-9a6.4
Aspg	si:dkey-9i23.14
Acr	si:dkey-9p24.5
