genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/Sheep_Ovis_aries_Oar_v3.1/oa3.ens90.P2000M.gtf none -d mic_sheep1.M mic_sheep2.M mic_sheep3.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	mic_sheep1.M (1263768.0 total)	mic_sheep2.M (2196952.0 total)	mic_sheep3.M (3022681.0 total)
DQA	ENSOART00000016848	chr20	25351186	25356656	-	2761.0	1	0.000	116.000	773.000	1218.000
STS	ENSOART00000010414	chrX	4590785	4676708	+	1659.0	1	0.000	0.000	0.000	0.000
DYRK3	ENSOART00000006718	chr12	3693804	3701798	+	1699.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023199	ENSOART00000025101	chr11	26645506	26647579	+	2073.0	1	0.000	2.000	2.000	1.000
WNT3A	ENSOART00000007112	chr5	2732761	2784523	-	3093.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020333	ENSOART00000022141	chr3	205706455	205706604	-	149.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007143	ENSOART00000007766	chr2	14351550	14355365	-	3682.0	1	0.000	0.000	0.000	0.000
TINAGL1	ENSOART00000001498	chr2	234987907	235002810	-	6411.0	1	0.000	2.000	2.000	1.000
ENSOARG00000026783	ENSOART00000028817	chr26	3962249	3967992	+	3169.0	1	0.000	0.000	0.000	0.000
HYKK	ENSOART00000001025	chr18	29943894	29964986	+	3121.0	1	0.000	2.000	7.000	10.000
ENSOARG00000018694	ENSOART00000020347	chr5	13666601	13675963	+	353.0	1	0.000	0.000	0.000	1.000
ENSOARG00000019883	ENSOART00000021648	chr14	56995902	56996858	+	956.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014856	ENSOART00000016165	chr1	127249722	127256008	+	5585.0	1	0.000	3.000	3.000	1.000
RMND5A	ENSOART00000022568	chr3	58404458	58466225	+	5993.0	1	0.000	11.000	24.000	38.000
HIST1H4L	ENSOART00000010033	chr20	29942412	29944732	+	2320.0	1	0.000	1.000	12.000	6.000
TMEM169	ENSOART00000021076	chr2	217096804	217105371	+	3125.0	1	0.000	4.000	19.000	5.000
ENSOARG00000016969	ENSOART00000018484	chr2	129907617	130149171	+	4540.0	1	0.000	30.000	72.000	65.000
ENSOARG00000014935	ENSOART00000016257	chr22	41608055	41610570	+	2515.0	1	0.000	12.000	17.000	21.000
XPOT	ENSOART00000003820	chr3	155200187	155357768	-	9639.0	1	0.000	45.000	74.000	83.000
ENSOARG00000011806	ENSOART00000012841	chr8	37367627	37373269	-	2603.0	1	0.000	2.000	16.000	4.000
ENSOARG00000006565	ENSOART00000007135	chr4	116388134	116391049	-	2322.0	1	0.000	0.000	0.000	0.000
SLC6A16	ENSOART00000013936	chr14	54806898	54832746	-	4166.0	1	0.000	0.000	0.000	0.000
SPAG1	ENSOART00000001349	chr9	76739376	76818820	-	4692.0	1	0.000	0.000	12.000	10.000
C3orf62	ENSOART00000015484	chr19	50749060	50752122	+	901.0	1	0.000	5.000	1.000	10.000
TTC19	ENSOART00000018934	chr11	32999303	33029708	-	3079.0	1	0.000	52.000	58.000	112.000
SEMA3E	ENSOART00000016757	chr4	36963456	37236841	+	4295.0	1	0.000	0.000	0.000	0.000
NIT1	ENSOART00000010368	chr1	110673498	110678722	+	3357.0	1	0.000	15.000	35.000	45.000
PDCD6IP	ENSOART00000017625	chr19	7943161	8018753	+	9447.0	1	0.000	140.000	345.000	504.000
PARP11	ENSOART00000011281	chr3	210085912	210125290	+	6414.0	1	0.000	22.000	74.000	45.000
ENSOARG00000005751	ENSOART00000006260	chr16	55596233	55596859	-	626.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022049	ENSOART00000023951	chr24	23643906	23643986	-	80.0	1	0.000	0.000	0.000	0.000
DDA1	ENSOART00000018713	chr5	5544157	5548370	-	2302.0	1	0.000	95.000	202.000	284.000
ENSOARG00000023340	ENSOART00000025242	chr24	7912039	7912127	-	88.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003576	ENSOART00000003879	chr12	28732122	28737694	+	790.0	1	0.000	0.000	0.000	0.000
CELF5	ENSOART00000013867	chr5	18132541	18175665	-	3612.0	1	0.000	0.000	0.000	0.000
S100B	ENSOART00000014610	chr1	264412341	264417467	-	2276.0	1	0.000	1.000	1.000	4.000
DYNLRB2	ENSOART00000008799	chr14	6731520	6741052	+	2292.0	1	0.000	4.000	18.000	16.000
NT5DC2	ENSOART00000003408	chr19	48310514	48316657	+	3498.0	1	0.000	1.000	21.000	25.000
ENSOARG00000007956	ENSOART00000008663	chr2	27329809	27347603	-	1121.0	1	0.000	0.000	3.000	2.000
CEP97	ENSOART00000020244	chr1	164492934	164513608	+	4556.0	1	0.000	0.000	7.000	5.000
PLA2G4A	ENSOART00000008648	chr12	66021001	66186888	+	4926.0	1	0.000	16.000	26.000	35.000
SEC24A	ENSOART00000015378	chr5	43492062	43602198	+	5238.0	1	0.000	7.000	6.000	17.000
ENSOARG00000008355	ENSOART00000009090	chr15	76139437	76157112	+	2942.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018200	ENSOART00000019804	chr15	31293260	31341584	+	6400.0	1	0.000	0.000	0.000	1.000
C9orf116	ENSOART00000002087	chr3	982418	985474	+	291.0	1	0.000	13.000	10.000	18.000
ZNF654	ENSOART00000018588	chr1	154689452	154726411	+	5045.0	1	0.000	1.000	18.000	11.000
EFR3B	ENSOART00000019796	chr3	32368166	32462690	+	4474.0	1	0.000	0.000	0.000	0.000
COX4I1	ENSOART00000012503	chr14	11250064	11257630	+	2503.0	1	0.000	385.000	673.000	1078.000
MRPL17	ENSOART00000018059	chr15	45793745	45796902	+	2514.0	1	0.000	66.000	191.000	261.000
ZNF532	ENSOART00000006072	chr23	58144032	58262125	+	6543.0	1	0.000	157.000	155.000	268.000
EWSR1	ENSOART00000003957	chr17	68090070	68116401	+	6696.0	1	0.000	187.000	228.000	470.000
ENSOARG00000005417	ENSOART00000005901	chr14	1213346	1229076	-	1340.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001824	ENSOART00000001953	chrUn_JH924877	4081	8339	+	3350.0	1	0.000	0.000	0.000	0.000
GNB3	ENSOART00000006239	chr3	207553357	207560893	-	3009.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026133	ENSOART00000028121	chr21	48777727	48870217	-	1466.0	1	0.000	0.000	0.000	0.000
ITGB1BP1	ENSOART00000016334	chr3	18662631	18673308	-	2874.0	1	0.000	47.000	94.000	113.000
BABAM2	ENSOART00000021191	chr3	34767758	35170619	+	3279.0	1	0.000	20.000	82.000	134.000
DET1	ENSOART00000011913	chr18	18701168	18719850	-	3647.0	1	0.000	42.000	63.000	81.000
ENSOARG00000025666	ENSOART00000027603	chr17	27678899	27812946	-	2591.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020321	ENSOART00000022129	chr1	189134775	189160318	-	432.0	1	0.000	12.000	27.000	40.000
ENSOARG00000003482	ENSOART00000003782	chr3	2544839	2557051	+	2075.0	1	0.000	29.000	30.000	62.000
PDZD9	ENSOART00000016488	chr24	19710463	19726247	-	2989.0	1	0.000	0.000	2.000	0.000
ENSOARG00000012641	ENSOART00000013738	chr11	55919436	55946573	-	2906.0	1	0.000	113.000	223.000	379.000
WARS	ENSOART00000002191	chr18	63908328	63930861	-	3476.0	1	0.000	75.000	102.000	148.000
OLFML3	ENSOART00000021710	chr1	90443268	90448083	+	3572.0	1	0.000	1.000	0.000	12.000
DPF2	ENSOART00000015615	chr21	42850452	42864014	+	3155.0	1	0.000	49.000	63.000	141.000
GSG1L2	ENSOART00000003620	chr11	28525772	28535660	-	2765.0	1	0.000	0.000	0.000	0.000
KCNT2	ENSOART00000009575	chr12	5239065	5548540	+	5202.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000065	ENSOART00000000076	chr20	48532771	48569655	-	3626.0	1	0.000	47.000	46.000	73.000
MLLT11	ENSOART00000014729	chr1	99907663	99909935	+	2272.0	1	0.000	3.000	8.000	7.000
ENSOARG00000001698	ENSOART00000001827	chr1	220913483	220915544	+	1609.0	1	0.000	0.000	0.000	0.000
FBXL12	ENSOART00000014588	chr5	12088701	12096646	-	3006.0	1	0.000	22.000	42.000	51.000
TNPO3	ENSOART00000004379	chr4	92970515	93055447	-	5566.0	1	0.000	132.000	179.000	180.000
URI1	ENSOART00000004443	chr14	39810665	39872766	+	3560.0	1	0.000	13.000	37.000	29.000
ENSOARG00000023631	ENSOART00000025533	chr19	40030874	40030963	-	89.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025609	ENSOART00000027543	chr1	211035308	211041741	-	772.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022025	ENSOART00000023927	chr16	56323058	56323147	+	89.0	1	0.000	0.000	0.000	1.000
GLT8D1	ENSOART00000002355	chr19	48140383	48148433	+	3102.0	1	0.000	25.000	56.000	34.000
DNAJB13	ENSOART00000009209	chr15	51580089	51594425	+	2936.0	1	0.000	0.000	0.000	0.000
RXFP2	ENSOART00000012678	chr10	29452677	29502617	-	7770.0	1	0.000	0.000	3.000	0.000
MRPL9	ENSOART00000022926	chr1	100595183	100603664	-	2791.0	1	0.000	32.000	124.000	123.000
oar-mir-362	ENSOART00000023720	chrX	52161760	52161824	-	64.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026257	ENSOART00000028254	chr13	78577164	78711934	+	5017.0	1	0.000	0.000	2.000	0.000
GDPD3	ENSOART00000004098	chr24	26195548	26200790	+	944.0	1	0.000	32.000	38.000	51.000
FGFR4	ENSOART00000003830	chr5	36052758	36062143	+	4400.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021176	ENSOART00000023075	chr7	76677693	76679758	+	660.0	1	0.000	0.000	0.000	0.000
WDR13	ENSOART00000013287	chrX	53192956	53201059	-	3424.0	1	0.000	196.000	171.000	347.000
ENSOARG00000010620	ENSOART00000011551	chrX	7492429	7496914	-	2797.0	1	0.000	0.000	0.000	0.000
TTC28-AS1_3	ENSOART00000025213	chr17	67114084	67116225	+	2141.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001929	ENSOART00000002074	chr3	964369	966613	+	505.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000256	ENSOART00000000271	chrUn_AMGL01125442	3853	7255	-	2243.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008763	ENSOART00000009542	chr15	77191103	77311037	-	2880.0	1	0.000	0.000	0.000	0.000
NTNG1	ENSOART00000020470	chr1	83859141	84022431	+	3334.0	1	0.000	0.000	1.000	0.000
SLC43A1	ENSOART00000010598	chr15	77946389	77965571	-	5475.0	1	0.000	168.000	157.000	237.000
ENSOARG00000001121	ENSOART00000001210	chrUn_JH922574	14720	29796	+	5741.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005470	ENSOART00000005960	chrX	46431220	46434283	-	2708.0	1	0.000	0.000	0.000	0.000
TTC39A	ENSOART00000004878	chr1	25489829	25528217	-	8681.0	1	0.000	0.000	0.000	0.000
ENPP6	ENSOART00000008032	chr26	13436203	13518015	-	3323.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011067	ENSOART00000012033	chr14	25925653	25926006	+	353.0	1	0.000	0.000	0.000	0.000
ENSOARG00000019200	ENSOART00000020908	chr3	12915966	12916907	-	941.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024750	ENSOART00000026652	chr3	213638335	213638434	-	99.0	1	0.000	0.000	0.000	2.000
ENSOARG00000000639	ENSOART00000000679	chr4	111982879	111991620	-	3282.0	1	0.000	22.000	17.000	30.000
THOC6	ENSOART00000000975	chr24	2419135	2423780	+	3001.0	1	0.000	12.000	20.000	46.000
VSIG1	ENSOART00000020112	chrX	120166558	120200668	-	3133.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001997	ENSOART00000002147	chrUn_JH922441	21	4150	+	4038.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002814	ENSOART00000003048	chr19	51797209	51800540	+	3277.0	1	0.000	4.000	5.000	4.000
LFNG	ENSOART00000005435	chr24	40601433	40611924	-	3037.0	1	0.000	97.000	253.000	356.000
PRPF3	ENSOART00000022661	chr1	99305883	99325285	+	4159.0	1	0.000	73.000	145.000	179.000
ENSOARG00000025279	ENSOART00000027188	chr5	2273915	2373981	+	4312.0	1	0.000	0.000	0.000	0.000
TUFM	ENSOART00000002556	chr24	25971607	25979898	+	6069.0	1	0.000	52.000	129.000	212.000
CRHBP	ENSOART00000018473	chr7	7910104	7924061	+	2982.0	1	0.000	1.000	0.000	0.000
METTL4	ENSOART00000010421	chr23	37176727	37203415	-	3405.0	1	0.000	4.000	7.000	3.000
PRKCI	ENSOART00000000347	chr1	215137340	215208204	-	4815.0	1	0.000	4.000	6.000	10.000
ENSOARG00000025838	ENSOART00000027801	chr2	201438365	201498933	-	341.0	1	0.000	0.000	0.000	0.000
ENSOARG00000016260	ENSOART00000017707	chr6	116463341	116467165	-	2669.0	1	0.000	38.000	54.000	103.000
ENSOARG00000016221	ENSOART00000017662	chr5	8274170	8275135	+	965.0	1	0.000	0.000	0.000	0.000
LIMA1	ENSOART00000019412	chr3	135918246	135980778	+	8766.0	1	0.000	39.000	102.000	87.000
PTAFR	ENSOART00000021602	chr2	238089357	238092385	+	3028.0	1	0.000	436.000	1019.000	1571.000
ENSOARG00000019930	ENSOART00000021698	chr14	60908911	60909825	-	914.0	1	0.000	0.000	0.000	0.000
ENSOARG00000019912	ENSOART00000021678	chr14	59077405	59078334	+	929.0	1	0.000	0.000	0.000	0.000
EXT2	ENSOART00000001771	chr15	72393969	72538302	+	4185.0	1	0.000	50.000	112.000	129.000
ENSOARG00000022139	ENSOART00000024041	chr7	98865136	98865203	+	67.0	1	0.000	0.000	0.000	0.000
UBE2Q1	ENSOART00000003031	chr1	103359856	103369870	-	3173.0	1	0.000	92.000	223.000	345.000
PSMD3	ENSOART00000013607	chr11	39887373	39901885	+	3666.0	1	0.000	110.000	144.000	247.000
ENSOARG00000019122	ENSOART00000020822	chr5	6432303	6433157	-	333.0	1	0.000	0.000	0.000	2.000
ANKEF1	ENSOART00000011047	chr13	2738299	2760523	+	4317.0	1	0.000	0.000	0.000	0.000
IL1RAP	ENSOART00000022285	chr1	194881760	194971984	-	3695.0	1	0.000	0.000	4.000	5.000
LYZL4	ENSOART00000003605	chr19	14549207	14554680	-	2467.0	1	0.000	0.000	0.000	0.000
C19orf54	ENSOART00000007562	chr14	49157070	49165408	-	3051.0	1	0.000	36.000	47.000	89.000
PSTPIP1	ENSOART00000001781	chr18	31150141	31177077	+	3222.0	1	0.000	11.000	20.000	21.000
ENSOARG00000009863	ENSOART00000010736	chrX	85303140	85307009	-	2783.0	1	0.000	0.000	0.000	0.000
CXCR5	ENSOART00000012671	chr15	28967187	28980039	+	3209.0	1	0.000	0.000	0.000	0.000
STK24	ENSOART00000003466	chr10	74803055	74943184	-	3500.0	1	0.000	14.000	35.000	52.000
ENSOARG00000002744	ENSOART00000002969	chrUn_JH922351	1948	9261	-	4828.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021845	ENSOART00000023747	chr9	93531754	93531831	+	77.0	1	0.000	0.000	0.000	0.000
CCNDBP1	ENSOART00000022429	chr7	35451884	35460905	+	1059.0	1	0.000	1.000	5.000	5.000
ENSOARG00000026558	ENSOART00000028578	chr9	93931887	93932548	-	550.0	1	0.000	0.000	0.000	0.000
C1orf109	ENSOART00000021573	chr1	12267318	12274465	-	2602.0	1	0.000	3.000	14.000	5.000
ENSOARG00000012894	ENSOART00000014015	chr9	32451760	32457626	+	415.0	1	0.000	2.000	2.000	4.000
ENSOARG00000011672	ENSOART00000012701	chr1	262222053	262233991	+	2725.0	1	0.000	0.000	0.000	6.000
OR51J1	ENSOART00000007931	chr15	47354090	47357043	-	2953.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017666	ENSOART00000019221	chr20	29261306	29265651	+	2424.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025465	ENSOART00000027385	chr12	68996915	68997668	-	701.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001579	ENSOART00000001696	chr4	112710761	112714561	+	2858.0	1	0.000	0.000	5.000	8.000
SNORA23	ENSOART00000023984	chr15	42759658	42761840	-	2182.0	1	0.000	0.000	1.000	4.000
UGGT1	ENSOART00000017358	chr2	116164778	116259893	-	5933.0	1	0.000	6.000	12.000	11.000
ENSOARG00000009376	ENSOART00000010205	chr1	110610853	110613480	-	928.0	1	0.000	0.000	0.000	0.000
ENSOARG00000006036	ENSOART00000006559	chrX	65592019	65594345	-	2326.0	1	0.000	5.000	25.000	32.000
CACNA1C	ENSOART00000014241	chr3	212427276	212794889	+	8679.0	1	0.000	1.000	1.000	1.000
CCDC82	ENSOART00000009149	chr15	13337867	13367217	+	4288.0	1	0.000	50.000	81.000	112.000
RBAK	ENSOART00000002856	chr24	38418181	38428370	+	4135.0	1	0.000	18.000	27.000	22.000
MOSPD1	ENSOART00000013022	chrX	95005000	95016436	+	2633.0	1	0.000	4.000	8.000	7.000
ENSOARG00000025913	ENSOART00000027882	chr24	40973772	41091132	-	1618.0	1	0.000	0.000	0.000	0.000
MAST1	ENSOART00000011395	chr5	10756915	10783662	-	6477.0	1	0.000	0.000	1.000	3.000
ENSOARG00000023650	ENSOART00000025552	chr1	1050707	1050796	-	89.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025315	ENSOART00000027224	chr5	67930125	67932260	+	2052.0	1	0.000	0.000	0.000	0.000
CHPF2	ENSOART00000004078	chr4	113203137	113209313	+	4170.0	1	0.000	114.000	120.000	199.000
CAAP1	ENSOART00000015786	chr2	94478790	94556081	-	3097.0	1	0.000	21.000	50.000	68.000
SULT4A1	ENSOART00000020923	chr3	218571392	218584757	-	676.0	1	0.000	0.000	0.000	0.000
OTUD6B	ENSOART00000010891	chr9	85919300	85936941	-	2896.0	1	0.000	7.000	43.000	43.000
UHMK1	ENSOART00000011691	chr1	112081041	112101999	+	3385.0	1	0.000	7.000	21.000	17.000
ENSOARG00000002180	ENSOART00000002352	chr1	20395749	20495223	-	1371.0	1	0.000	0.000	0.000	0.000
CCNL2	ENSOART00000003965	chr12	49206920	49218787	+	4260.0	1	0.000	94.000	148.000	174.000
RGS13	ENSOART00000010591	chr12	10696559	10716437	-	2549.0	1	0.000	0.000	1.000	0.000
ENSOARG00000026335	ENSOART00000028336	chr10	84096901	84186828	-	3864.0	1	0.000	0.000	0.000	0.000
FNDC8	ENSOART00000007990	chr11	14555429	14568912	-	2959.0	1	0.000	0.000	0.000	0.000
CCL5	ENSOART00000005406	chr11	14111331	14119595	+	2271.0	1	0.000	1.000	5.000	15.000
snoZ30	ENSOART00000026729	chr11	14364682	14366778	-	2096.0	1	0.000	11.000	21.000	16.000
SFPQ	ENSOART00000021170	chr1	9933481	9942909	-	3942.0	1	0.000	98.000	186.000	215.000
DLL1	ENSOART00000005568	chr8	90484343	90492981	-	3828.0	1	0.000	15.000	24.000	81.000
ENSOARG00000021906	ENSOART00000023808	chr23	57793086	57793170	+	84.0	1	0.000	0.000	0.000	0.000
CCDC142	ENSOART00000013824	chr3	96268482	96274873	-	2163.0	1	0.000	0.000	3.000	0.000
ENSOARG00000002839	ENSOART00000003071	chrUn_JH921881	8665	15425	+	2978.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025770	ENSOART00000027730	chr2	57188751	57196038	+	1421.0	1	0.000	0.000	0.000	0.000
C1orf194	ENSOART00000020773	chr1	85584276	85593126	-	4809.0	1	0.000	0.000	0.000	1.000
ENSOARG00000026659	ENSOART00000028685	chr19	51196706	51225747	-	5361.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024647	ENSOART00000026549	chr9	46626541	46626664	+	123.0	1	0.000	1.000	0.000	1.000
ENSOARG00000002004	ENSOART00000002157	chr3	1352687	1360833	+	978.0	1	0.000	0.000	0.000	1.000
DUOXA1	ENSOART00000022938	chr7	62267423	62280819	+	5347.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022965	ENSOART00000024867	chr11	9666814	9668934	-	2120.0	1	0.000	0.000	0.000	0.000
CTPS2	ENSOART00000014076	chrX	14075624	14181617	-	3769.0	1	0.000	8.000	21.000	12.000
ENSOARG00000002100	ENSOART00000002270	chr5	7265241	7293450	+	1483.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022410	ENSOART00000024312	chr2	102739503	102739587	-	84.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007808	ENSOART00000008501	chr4	65554351	65560327	+	2785.0	1	0.000	0.000	0.000	0.000
CCDC121	ENSOART00000021113	chr3	34518250	34522659	-	3608.0	1	0.000	2.000	1.000	2.000
LGALS12	ENSOART00000002773	chr21	41180601	41191192	+	2967.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005796	ENSOART00000006310	chr11	26076867	26080665	-	3792.0	1	0.000	0.000	0.000	0.000
OSGEP	ENSOART00000021501	chr7	23832308	23841289	+	3764.0	1	0.000	76.000	132.000	195.000
PSMB5	ENSOART00000021106	chr7	21444915	21456649	+	7567.0	1	0.000	17.000	75.000	90.000
oar-mir-411a	ENSOART00000025580	chr18	64619631	64621755	+	2124.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002774	ENSOART00000003004	chrUn_JH924687	1168	10833	+	2810.0	1	0.000	0.000	0.000	0.000
PGP	ENSOART00000019439	chr24	1725777	1726546	-	711.0	1	0.000	58.000	94.000	153.000
RMST_8	ENSOART00000025941	chr3	166792040	166792205	+	165.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013839	ENSOART00000015060	chr18	53157952	53158581	-	629.0	1	0.000	9.000	6.000	28.000
SLC25A28	ENSOART00000013620	chr22	19773783	19785965	-	2972.0	1	0.000	522.000	607.000	942.000
RNF2	ENSOART00000003878	chr12	64166895	64207695	+	3563.0	1	0.000	5.000	31.000	27.000
SHMT1	ENSOART00000020191	chr11	33875018	33891391	+	3510.0	1	0.000	71.000	112.000	132.000
CDK5RAP2	ENSOART00000006249	chr2	2884346	3044528	+	7453.0	1	0.000	23.000	7.000	26.000
ENSOARG00000003693	ENSOART00000004009	chrX	75862801	75866177	-	3271.0	1	0.000	48.000	81.000	132.000
RYR2	ENSOART00000004152	chr25	10061438	10525859	+	16154.0	1	0.000	0.000	0.000	0.000
GDAP1L1	ENSOART00000004174	chr13	72273246	72298631	+	3095.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023244	ENSOART00000025146	chr5	9909158	9909254	-	96.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025821	ENSOART00000027783	chr2	160136348	160361056	-	898.0	1	0.000	0.000	0.000	0.000
EIF2B3	ENSOART00000001504	chr1	19289159	19423029	-	3420.0	1	0.000	14.000	67.000	60.000
ENSOARG00000025311	ENSOART00000027220	chr5	50153403	50154695	-	1152.0	1	0.000	0.000	0.000	0.000
NT5C3B	ENSOART00000019264	chr11	41501155	41511329	-	3449.0	1	0.000	9.000	12.000	24.000
oar-mir-136	ENSOART00000024658	chr18	64483913	64486004	+	2091.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009336	ENSOART00000010159	chr2	111704604	111705572	+	968.0	1	0.000	0.000	1.000	0.000
ENSOARG00000009173	ENSOART00000009985	chr12	8145483	8309326	+	1360.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007402	ENSOART00000008050	chr15	47678615	47681562	+	2947.0	1	0.000	0.000	0.000	0.000
GGT6	ENSOART00000000127	chr11	24648866	24653300	-	3466.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020223	ENSOART00000022017	chr3	183011132	183011698	-	566.0	1	0.000	0.000	0.000	2.000
CCDC33	ENSOART00000004297	chr18	33230528	33326757	-	4253.0	1	0.000	0.000	0.000	0.000
UBL4A	ENSOART00000004636	chrX	77136561	77140882	+	2535.0	1	0.000	22.000	38.000	73.000
ENSOARG00000026665	ENSOART00000028692	chr19	58479929	58481130	-	1097.0	1	0.000	0.000	0.000	0.000
SNORA42	ENSOART00000025849	chrX	77608425	77610578	-	2153.0	1	0.000	40.000	84.000	118.000
PPIA	ENSOART00000016500	chr17	29184272	29186766	-	2494.0	1	0.000	30.000	76.000	99.000
ENSOARG00000025223	ENSOART00000027127	chr4	21557052	21563925	-	2428.0	1	0.000	0.000	0.000	0.000
DNPH1	ENSOART00000006800	chr20	16899274	16903616	-	2518.0	1	0.000	1.000	13.000	20.000
ENSOARG00000006162	ENSOART00000006702	chr19	48643163	48646651	+	2868.0	1	0.000	0.000	1.000	1.000
CEP85L	ENSOART00000009358	chr8	19396081	19550827	+	4515.0	1	0.000	3.000	16.000	18.000
ENSOARG00000021412	ENSOART00000023314	chr7	9671722	9671804	+	82.0	1	0.000	0.000	0.000	0.000
TBX5	ENSOART00000007189	chr17	59921552	59970725	+	3538.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010582	ENSOART00000011513	chr11	39269259	39274121	+	2582.0	1	0.000	121.000	240.000	283.000
NIT2	ENSOART00000019586	chr1	163093011	163114622	+	2833.0	1	0.000	8.000	15.000	25.000
BRDT	ENSOART00000017509	chr1	68440989	68484884	+	4810.0	1	0.000	0.000	0.000	0.000
MAP3K7CL	ENSOART00000015767	chr1	125167912	125214767	-	2597.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000267	ENSOART00000000282	chrUn_AMGL01130197	3901	4874	-	529.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005804	ENSOART00000006322	chr13	73508950	73522821	+	1034.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000941	ENSOART00000001010	chr1	19057880	19094156	+	1496.0	1	0.000	1.000	2.000	3.000
PAEP	ENSOART00000005558	chr3	3568834	3575566	-	2514.0	1	0.000	0.000	0.000	0.000
ABCA13	ENSOART00000017002	chr4	7162572	7512888	-	16506.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010378	ENSOART00000011287	chr10	25040237	25049476	-	502.0	1	0.000	10.000	8.000	10.000
ENSOARG00000006366	ENSOART00000006928	chr14	48546493	48587603	-	7588.0	1	0.000	1.000	1.000	2.000
ENSOARG00000000408	ENSOART00000000432	chr25	39178094	39181318	-	3202.0	1	0.000	25.000	39.000	70.000
ENSOARG00000026012	ENSOART00000027990	chr3	108802884	108807540	+	2290.0	1	0.000	0.000	0.000	0.000
S100A10	ENSOART00000022963	chr1	100861640	100867559	-	2291.0	1	0.000	2.000	2.000	5.000
C5orf42	ENSOART00000011375	chr16	36968109	37072577	+	11541.0	1	0.000	22.000	29.000	34.000
ENSOARG00000026912	ENSOART00000028956	chr14	30435191	30437251	+	1379.0	1	0.000	0.000	0.000	0.000
CA9	ENSOART00000012948	chr2	52544134	52551851	-	3380.0	1	0.000	0.000	0.000	0.000
GSE1	ENSOART00000012321	chr14	11106363	11134334	+	5529.0	1	0.000	53.000	63.000	114.000
ENSOARG00000014207	ENSOART00000015477	chr17	70857260	70868363	-	2769.0	1	0.000	11.000	13.000	32.000
ENSOARG00000019029	ENSOART00000020715	chr4	44539673	44572830	-	3836.0	1	0.000	20.000	25.000	19.000
FST	ENSOART00000008836	chr16	25628860	25636124	-	3118.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014517	ENSOART00000015802	chrX	105373154	105375580	-	2418.0	1	0.000	0.000	0.000	0.000
MICAL3	ENSOART00000014814	chr3	213152465	213244646	-	8053.0	1	0.000	3.000	6.000	8.000
ICAM1	ENSOART00000017039	chr5	12500037	12511283	+	3598.0	1	0.000	16.000	15.000	26.000
COPS4	ENSOART00000002183	chr6	97445855	97485978	+	3205.0	1	0.000	44.000	103.000	122.000
GATAD2A	ENSOART00000008575	chr5	3582421	3617216	-	4011.0	1	0.000	41.000	49.000	80.000
SNTG2	ENSOART00000005708	chr2	623903	705093	+	3533.0	1	0.000	0.000	0.000	0.000
