Gene name	Rat gene name
Tmem19	Tmem19
Tmem19	AABR07057150.1
Vmn1r55	Vom1r38
Sco1	Sco1
Gm6356	AABR07066700.1
Gm6356	AABR07055154.1
Gm6356	Spetex-2F
Gm6356	AABR07066677.1
Gm6356	AABR07037510.2
Gm6356	AABR07063459.1
Gm6356	AABR07062268.1
Gm6356	LOC681180
Gm23205	RF00026
Tas2r108	Tas2r108
Igsf1	Igsf1
Gm25015	RF00560
Tspoap1	Tspoap1
Fam169b	Fam169b
n-R5s60	RF00001
Adgrl3	Adgrl3
Mrpl33	Mrpl33
Slc28a2	Slc28a2
Cmas	Cmas
Ppp1r1b	Ppp1r1b
Etv5	Etv5
Hmgcs2	Hmgcs2
Trim43b	Trim43a
Olfr177	Olr1561
Reps1	Reps1
Ncln	Ncln
Itgb6	Itgb6
Gm3636	AABR07066700.1
Gm3636	AABR07055154.1
Gm3636	Spetex-2F
Gm3636	AABR07066677.1
Gm3636	AABR07037510.2
Gm3636	AABR07063459.1
Gm3636	AABR07062268.1
Gm3636	LOC681180
Kbtbd4	Kbtbd4
Araf	Araf
Rai1	Rai1
Gm22480	RF00155
Nsd3	Nsd3
Obox2	Obox2
Atg4c	Atg4c
Atp6v1fnb	Atp6v1fnb
Sema5b	Sema5b
Gm25600	RF00026
Rufy2	Rufy2
Rufy2	LOC100910755
Guf1	Guf1
Tysnd1	Tysnd1
Entpd4	Entpd4
Rhox6	Rhox9
Gm22806	RF00410
Rprm	Rprm
Tjp3	Tjp3
Tmem230	Tmem230
Ephb3	Ephb3
Mcpt2	AABR07017936.1
Gm22169	RF00026
Gm22380	RF00560
Gm23585	RF00026
Gm23385	RF00100
Bloc1s6	Bloc1s6
Parva	Parva
Ifi44	Ifi44
Mrgprb1	Mrgprx2
Mrgprb1	Mrgprb3
Sh2b1	Sh2b1
Gm17079	AABR07047232.1
Gm17079	AABR07017006.1
Gm17079	AABR07047221.1
Gm17079	AABR07016950.1
Gm17079	AABR07016992.2
Gm17079	AABR07051793.1
Gm17079	AABR07016976.1
Prss30	Prss30
Zzef1	Zzef1
Olfr1273-ps	Olr744
Gm6367	RGD1565129
Myef2	Myef2
Gm23172	RF00402
Cep78	Cep78
Gbp11	Gbp6
Banf2	Banf2
Rbm41	Rbm41
Olfr67	Olr128
Gm25796	RF00003
Gm25938	RF00003
Taf11	Taf11
Upb1	Upb1
Vmn2r47	LOC108348133
Vmn2r47	Vom2r28
Vmn2r47	AABR07002473.1
Vmn2r47	Vom2r26
Trav7d-5	AABR07017669.2
Gnaq	Gnaq
Tmod1	Tmod1
Pfkl	Pfkl
Camk2n1	Camk2n1
Asb8	Asb8
Slc25a10	Slc25a10
Rasgef1a	Rasgef1a
Hspd1	Hspd1
Mttp	Mttp
Map7	Map7
Mir139	Mir139
Ppp1r17	Ppp1r17
Wdr62	Wdr62
Tmem160	Tmem160
Cpt1c	Cpt1c
Coro2a	Coro2a
Coil	Coil
Gm3448	Tcte3
Gm26162	RF00560
Ndufb4	AABR07014298.1
Ndufb4	AABR07002966.1
Ndufb4	Ndufb4
Ndufb4	LOC100361934
Cox7c	Cox7c
Cldn34c1	Cldn34c4
AU018091	LOC292543
Gm25235	RF00026
Tmed8	Tmed8
Gm20828	LOC103694747
Gm20828	AABR07057787.1
Gm20828	AC240852.1
Gm20828	LOC103694730
Gm20828	AABR07036101.1
Gm20828	LOC108353376
Gm20828	LOC103694745
Gm20828	AABR07023210.1
Gm20828	AABR07036187.1
Gm20828	AABR07061556.1
Gm20828	AC245408.1
Gm20828	AABR07050637.1
Gm20828	AC240958.1
Gm20828	AABR07016310.1
Gm20828	AC242927.1
Gm20828	AABR07006823.1
Gm20828	Ssty1
Gm20828	AC240910.1
Gm20828	LOC103694776
Iqcd	Iqcd
Yod1	Yod1
Tuba1b	Tuba1b
Pim1	Pim1
9130204L05Rik	S100vp
Nkx2-3	Nkx2-3
Tmem231	Tmem231
Ndst3	Ndst3
Ankrd35	Ankrd35
Gm23705	RF00560
Pigr	Pigr
Homer3	Homer3
Rab5if	Rab5if
Ppp1r3b	Ppp1r3b
Pcdhb11	Pcdhb11
S1pr1	S1pr1
Scnm1	Scnm1
Ripply3	Ripply3
Rufy3	Rufy3
Shh	Shh
Pde7a	Pde7a
Hormad2	Hormad2
Gm8138	AABR07047232.1
Gm8138	AABR07017006.1
Gm8138	AABR07047221.1
Gm8138	AABR07016950.1
Gm8138	AABR07016992.2
Gm8138	AABR07051793.1
Gm8138	AABR07016976.1
Gm22743	RF00402
Olfr654	Olr155
Gpr89	Gpr89b
Wfikkn1	Wfikkn1
Sh3yl1	Sh3yl1
Diaph2	AABR07040412.1
Nav2	Nav2
Hspa5	Hspa5
Dhx36	Dhx36
Olfr441	Olr816
2210407C18Rik	LOC691352
Ddx60	AABR07025140.1
N6amt1	N6amt1
Zfp960	AABR07014259.1
Wfdc9	Wfdc9
Zbtb45	Zbtb45
4930524B15Rik	RGD1311343
Lpar4	Lpar4
Gm22682	RF00026
Pah	Pah
Fabp9	Fabp9
Adamts6	Adamts6
Srp14	Srp14
Fcrla	Fcrla
Gm24718	RF00565
Gm23464	RF00003
Garnl3	Garnl3
2310039H08Rik	LOC681367
DXBay18	AABR07004511.1
Nfatc1	Nfatc1
Vmn2r11	AC241547.1
Vmn2r11	Vom2r67
Vmn2r11	AABR07014089.1
Vmn2r11	AABR07014021.1
Vmn2r11	AABR07000089.1
Vmn2r11	AABR07030995.1
Vmn2r11	Vom2r4
Vmn2r11	AABR07014087.1
Vmn2r11	Vom2r69
Vmn2r11	LOC103690072
Vmn2r11	Vom2r5
Vmn2r11	Vom2r65
Vmn2r11	Vom2r6
4833423E24Rik	Fads2l1
Adora2a	Adora2a
AC132444.3	Sp110
Gm23307	RF00026
Mrpl37	Mrpl37
Elavl1	Elavl1
Arid2	Arid2
Gm7714	Vcsa2
Gm25630	RF00003
Mei4	Mei4
Gria1	Gria1
Otp	Otp
Gm22097	RF00100
Mcf2	Mcf2
Olfr801	Olr1020
Ighv11-1	AABR07065792.2
Ighv11-1	AABR07065778.3
Olfr60	Olr302
Olfr1113	Olr545
Pmch	Pmch
Dap3	Dap3
Rtca	Rtca
Srgap1	Srgap1
Olfr1315-ps1	Olr788
Rgs19	Rgs19
Ankrd11	Ankrd11
Sult2a3	Sult2a2
Rcan2	Rcan2
Ccdc47	Ccdc47
Megf8	Megf8
Ifit1	Ifit1
Vmn1r38	Vom1r89
Accs	Accs
Syndig1l	Syndig1l
Pkd1l2	Pkd1l2
Gm23686	RF00003
Ighv5-12-4	AABR07065651.3
Ighv5-12-4	AABR07065699.2
Ighv5-12-4	AABR07065656.6
Ighv5-12-4	AABR07065684.1
Ighv5-12-4	AABR07065772.2
Ighv5-12-4	AABR07065651.4
Ighv5-12-4	AABR07065699.4
Ighv5-12-4	AABR07065651.1
Ighv5-12-4	AABR07065656.4
Ighv5-12-4	AABR07065705.2
Ighv5-12-4	AABR07065699.1
Ighv5-12-4	AABR07065705.3
Ighv5-12-4	AABR07065705.1
Ighv5-12-4	AABR07065656.7
Ighv5-12-4	AABR07065714.1
Ftl1-ps1	AABR07041778.1
Ftl1-ps1	AABR07004746.1
Ftl1-ps1	LOC100360087
Ftl1-ps1	AC115277.1
Ftl1-ps1	AABR07008293.1
Ftl1-ps1	Ftl1
Ftl1-ps1	LOC100359668
Ftl1-ps1	LOC100362384
Ncoa6	Ncoa6
Vamp5	Vamp5
Zfp609	Zfp609
Ppp1r36	Ppp1r36
Mtdh	Mtdh
Grm6	Grm6
Wdr13	Wdr13
Rnft2	Rnft2
Khdrbs3	Khdrbs3
Mirlet7c-2	Mirlet7c2
Pdp1	Pdp1
Gm23168	RF00554
Vmn1r46	Vom1r101
Vmn1r46	Vom1r96
n-R5s63	RF00001
Svop	Svop
Gm10697	RGD1563667
Gm10697	LOC689173
Gm10697	RGD1560554
Gm10697	AABR07012384.1
Gm10697	AABR07012426.1
Gm10697	AABR07012342.1
Tamm41	Tamm41
Gpx6	Gpx6
Pelo	Pelo
Olfr6	Olr223
Ccl17	Ccl17
Arih1	Arih1
Rai14	Rai14
Kirrel	Kirrel1
Fam118a	Fam118a
Slc25a38	Slc25a38
Tmem8b	Tmem8b
Ifnl2	Ifnl3
Trim30a	Trim30c
Trim41	Trim41
Ints7	Ints7
4930503E14Rik	AABR07055154.1
4930503E14Rik	Spetex-2F
4930503E14Rik	AABR07066677.1
4930503E14Rik	AABR07037510.2
4930503E14Rik	AABR07063459.1
4930503E14Rik	AABR07062268.1
4930503E14Rik	LOC681180
Obox3	Obox2
Nudt1	Nudt1
Rtbdn	Rtbdn
Crygs	Crygs
Ppp1r3g	Ppp1r3g
Abcg1	Abcg1
Rerg	Rerg
Dscc1	Dscc1
Cd109	Cd109
Ces2a	Ces2a
Wls	Wls
Celf2	Celf2
Nabp1	Nabp1
Btn1a1	Btn1a1
Olfr715	Olr233
Chrm2	Chrm2
Ghrh	Ghrh
Rnaset2b	Rnaset2
Snrpd1	Snrpd1
Gm10471	AABR07000740.2
Gm10471	LOC688649
Gm10471	AABR07043453.1
Gm10471	AABR07042629.1
Gm10471	AABR07043711.2
Gm10471	AABR07043514.1
Gm10471	AABR07043523.1
Gm10471	AABR07043564.1
Gm10471	AABR07043271.1
Gm10471	LOC102550797
Gm10471	AABR07059632.1
Gm10471	AABR07042623.1
Gm10471	AABR07042611.1
Gm10471	AABR07000747.1
Gm10471	AABR07042609.1
Gm10471	AABR07000740.1
Gm10471	AABR07043428.1
Ccnl2	Aurkaip1
Gm24487	RF00066
Lancl3	Lancl3
Orm2	Orm1
Pparg	Pparg
U2af1	U2af1
Icos	Icos
Hmgcll1	Hmgcll1
Kansl1	Kansl1
Kcns3	Kcns3
Grem1	Grem1
Adam10	Adam10
AC132444.6	AABR07025316.1
AC132444.6	AABR07039936.1
Matn4	Matn4
Fam110c	Fam110c
Vmn2r88	AC241547.1
Vmn2r88	Vom2r67
Vmn2r88	AABR07014089.1
Vmn2r88	AABR07014021.1
Vmn2r88	AABR07000089.1
Vmn2r88	AABR07030995.1
Vmn2r88	Vom2r4
Vmn2r88	AABR07014087.1
Vmn2r88	Vom2r69
Vmn2r88	LOC103690072
Vmn2r88	Vom2r5
Vmn2r88	Vom2r65
Vmn2r88	Vom2r6
Orc3	Orc3
Lao1	Lao1
1810043G02Rik	Cfap410
Rgs16	Rgs16
Cav1	Cav1
Kynu	Kynu
Sdf2	Sdf2
Slitrk3	Slitrk3
Kctd15	Kctd15
Gm26362	RF00100
BC051665	Ctsll3
Trav14-3	AABR07017714.1
Trav14-3	AABR07017824.2
Trav14-3	AABR07017745.1
Trav14-3	AABR07017768.5
Trav14-3	AABR07017789.1
Trav14-3	AABR07017868.5
Trav14-3	AABR07017833.1
Trav14-3	AABR07017681.1
Trav14-3	AABR07017658.2
Trav14-3	AABR07017617.1
Tmem205	Tmem205
Cep164	Cep164
Gm28048	Commd1
Fbxw9	Fbxw9
Ldhc	Ldhc
Arf2	Arf2
Gm20823	LOC103694747
Gm20823	AABR07057787.1
Gm20823	AC240852.1
Gm20823	LOC103694730
Gm20823	AABR07036101.1
Gm20823	LOC108353376
Gm20823	LOC103694745
Gm20823	AABR07023210.1
Gm20823	AABR07036187.1
Gm20823	AABR07061556.1
Gm20823	AC245408.1
Gm20823	AABR07050637.1
Gm20823	AC240958.1
Gm20823	AABR07016310.1
Gm20823	AC242927.1
Gm20823	AABR07006823.1
Gm20823	Ssty1
Gm20823	AC240910.1
Gm20823	LOC103694776
Shroom2	Shroom2
Togaram2	Togaram2
Rnps1	Rnps1
Adamts14	Adamts14
C8g	C8g
Bcor	Bcor
Zfp963	Zfp866
Lamtor4	Lamtor4
Btbd35f2	LOC302576
Sertad3	Sertad3
Grm5	Grm5
Hoxd10	Hoxd10
Aifm3	Aifm3
Gaa	Gaa
Alg5	Alg5
Gm25280	RF00003
Snord123	RF01156
Olfr682-ps1	AC107331.1
Gm23950	RF00560
Gm24922	RF00619
Kdelc2	Kdelc2
Gm20715	Smim17
Topors	Topors
Klk1b26	Klk1c6
Klk1b26	Klk1b3
Klk1b26	LOC108348116
Prl8a2	Prl8a2
Nipal4	Nipal4
Trip4	Trip4
Oscp1	Oscp1
Phox2a	Phox2a
Olfr33	Olr62
Pafah2	Pafah2
Bin1	Bin1
Sgk1	Sgk1
Prss33	Prss33
Ccnt1	Ccnt1
Ccnt1	LOC103692976
Rab28	Rab28
Gm24384	RF00026
Pou3f4	Pou3f4
Ptgfrn	Ptgfrn
Eef1a1	LOC100911991
Eef1a1	Eef1a1
Eef1a1	LOC100360413
Eppin	Eppin
Olfr5	Olr6
Gm7347	AABR07000740.2
Gm7347	LOC688649
Gm7347	AABR07043453.1
Gm7347	AABR07042629.1
Gm7347	AABR07043711.2
Gm7347	AABR07043514.1
Gm7347	AABR07043523.1
Gm7347	AABR07043564.1
Gm7347	AABR07043271.1
Gm7347	LOC102550797
Gm7347	AABR07059632.1
Gm7347	AABR07042623.1
Gm7347	AABR07042611.1
Gm7347	AABR07000747.1
Gm7347	AABR07042609.1
Gm7347	AABR07000740.1
Gm7347	AABR07043428.1
Pofut1	Pofut1
Gm10375	AABR07047232.1
Gm10375	AABR07017006.1
Gm10375	AABR07047221.1
Gm10375	AABR07016950.1
Gm10375	AABR07016992.2
Gm10375	AABR07051793.1
Gm10375	AABR07016976.1
Kcnh7	Kcnh7
Vmn2r23	Vom2r52
Gm24228	RF00560
Ankrd50	Ankrd50
Gm25730	RF00003
Gm22888	RF01191
Gm3278	AABR07055154.1
Gm3278	Spetex-2F
Gm3278	AABR07066677.1
Gm3278	AABR07037510.2
Gm3278	AABR07063459.1
Gm3278	AABR07062268.1
Gm3278	LOC681180
Gm20822	LOC103694747
Gm20822	AABR07057787.1
Gm20822	AC240852.1
Gm20822	LOC103694730
Gm20822	AABR07036101.1
Gm20822	LOC108353376
Gm20822	LOC103694745
Gm20822	AABR07023210.1
Gm20822	AABR07036187.1
Gm20822	AABR07061556.1
Gm20822	AC245408.1
Gm20822	AABR07050637.1
Gm20822	AC240958.1
Gm20822	AABR07016310.1
Gm20822	AC242927.1
Gm20822	AABR07006823.1
Gm20822	Ssty1
Gm20822	AC240910.1
Gm20822	LOC103694776
Rdh12	Rdh12
Xylt1	Xylt1
Wdfy4	Wdfy4
Tspan3	Tspan3
Ago4	Ago4
Gm21118	LOC103694747
Gm21118	AABR07057787.1
Gm21118	AC240852.1
Gm21118	LOC103694730
Gm21118	AABR07036101.1
Gm21118	LOC108353376
Gm21118	LOC103694745
Gm21118	AABR07023210.1
Gm21118	AABR07036187.1
Gm21118	AABR07061556.1
Gm21118	AC245408.1
Gm21118	AABR07050637.1
Gm21118	AC240958.1
Gm21118	AABR07016310.1
Gm21118	AC242927.1
Gm21118	AABR07006823.1
Gm21118	Ssty1
Gm21118	AC240910.1
Gm21118	LOC103694776
Timm8a1	Timm8a1
Snx18	Snx18
Maf	Maf
Gm26185	RF00100
Grm2	Grm2
Slc1a3	Slc1a3
Cidea	Cidea
Gm8122	AABR07047232.1
Gm8122	AABR07017006.1
Gm8122	AABR07047221.1
Gm8122	AABR07016950.1
Gm8122	AABR07016992.2
Gm8122	AABR07051793.1
Gm8122	AABR07016976.1
Ints3	Ints3
Pbld1	Pbld1
Prss3	LOC683849
Hrct1	Hrct1
Gm20518	Dgcr2
Ucp1	Ucp1
n-R5s73	RF00001
Nr2e3	Nr2e3
Olfr538	Olr307
Olfr538	Olr309
Olfr538	Olr310
Olfr482	RGD1562400
Eif3m	Eif3m
Txnip	Txnip
Nipsnap1	Nipsnap1
Osbpl3	Osbpl3
Gpx5	Gpx5
Gm25104	RF00015
Ctxn1	Ctxn1
Gm3667	AABR07066700.1
Gm3667	AABR07055154.1
Gm3667	Spetex-2F
Gm3667	AABR07066677.1
Gm3667	AABR07037510.2
Gm3667	AABR07063459.1
Gm3667	AABR07062268.1
Gm3667	LOC681180
Sptlc1	Sptlc1
Ceacam11	Ceacam11
Wdr95	Wdr95
Selenof	Selenof
Gm22163	RF00156
Olfr1160	Olr606
Rps2	Rps2
Olfr1212	Olr664
Gm19684	AABR07044362.3
Gfra3	Gfra3
Isx	Isx
Samm50	Samm50
Elovl6	LOC102549542
Elovl6	Elovl6
Olfr937	Olr1278
Olfr937	LOC100910467
Taar8b	Taar8a
Taar8b	LOC108348200
Taar8b	AABR07000663.1
Piwil2	Piwil2
Map3k9	Map3k9
Hikeshi	Hikeshi
Rbm42	Rbm42
Sap18	Sap18
Gm23176	RF00560
Olfr536	Olr297
Olfr536	Olr300
Olfr536	Olr303
Gpr35	Gpr35
Sh2d1b2	Sh2d1b2
Tprgl	Tprg1l
Lipa	Lipa
Slc48a1	Slc48a1
Zfp507	Zfp507
Bcl6b	Bcl6b
Tor2a	Tor2a
Gm49352	Ctsm
Gm49352	RGD1564827
Klk1	Klk1c6
Klk1	Klk1b3
Klk1	LOC108348116
Erp27	Erp27
Gm24681	RF00560
Acr	Acr
Elk4	Elk4
Stxbp5l	Stxbp5l
Ndufs4	Ndufs4
Adamdec1	Adamdec1
Atp1b2	Atp1b2
Gm3411	AABR07055154.1
Gm3411	Spetex-2F
Gm3411	AABR07066677.1
Gm3411	AABR07037510.2
Gm3411	AABR07063459.1
Gm3411	AABR07062268.1
Gm3411	LOC681180
Mir127	Mir127
Insig1	AABR07060293.1
Blcap	Blcap
Kmt5a	Kmt5a
Kmt5a	AABR07033047.1
Kmt5a	AABR07010705.1
Olfr906	Olr1242
Tlr4	Tlr4
Parp16	Parp16
Vmn2r118	Vom2r77
Acadm	Acadm
Psma2	Psma2
Terf2	Terf2
Dnajc7	Dnajc7
Ctr9	Ctr9
Gsdmc	Gsdmc
AF067061	AABR07008319.1
Gm24032	RF00003
Galntl6	AABR07025368.1
Pglyrp1	Pglyrp1
Drc3	Drc3
Gm25999	RF00156
Mir1251	Mir1251
Vmn2r59	Vom2r37
Zfp932	AABR07054983.1
Zfp932	AABR07032904.1
Zfp932	AABR07014114.1
Lpxn	Lpxn
Hist2h2aa1	Hist2h2aa3
D3Ertd254e	Zfp267
Elmod2	Elmod2
Olfr1248	Olr711
Olfr1248	Olr715
Traf7	Traf7
Snx20	Snx20
Olfr1347	Olr4
Snap29	Snap29
Map1a	Map1a
Zfp664	LOC102556092
Sh3bp5l	Sh3bp5l
Stfa2l1	Stfa2
Stfa2l1	AABR07034362.2
Itga9	Itga9
Nxf1	Nxf1
Izumo4	Izumo4
Zfp987	AABR07050399.2
Zfp987	LOC500584
Zfp987	LOC691254
Mroh7	Mroh7
Pxk	Pxk
Bbox1	Bbox1
Olfr314	Olr1452
Olfr314	Olr1456
Krtap6-1	AABR07033580.1
Rcbtb1	Rcbtb1
Bspry	Bspry
Cep170	AABR07021840.1
Gm4767	LOC102551539
Gm4767	LOC100125368
n-R5s90	RF00001
Socs1	Socs1
Gm24326	RF00560
Nfs1	Nfs1
Irf2bp2	Irf2bp2
Olfr745	Olr1621
Ccna2	Ccna2
Pgk2	Pgk2
Hsd3b4	Hsd3b5
Nek1	Nek1
Nt5dc2	Nt5dc2
Rpl36	AABR07007675.1
Mcrip2	Mcrip2
Defb1	Defb1
Zglp1	Zglp1
Kcnk13	Kcnk13
Irf6	Irf6
Hs3st5	Hs3st5
Mir200b	Mir200b
Cacna2d3	Cacna2d3
Ndufa3	Ndufa3
Ndufa3	LOC684509
Vmn1r24	Vom1r84
Vmn1r24	Vom1r82
Vmn1r24	Vom1r86
Aatf	Aatf
Mrpl14	Mrpl14
Dse	Dse
Erlec1	Erlec1
Trpc5os	Trpc5os
Col1a2	Col1a2
Col1a2	NEWGENE_621351
Kcna1	Kcna1
Hcls1	Hcls1
Tmem126a	Tmem126a
Taok1	Taok1
Gm22484	RF00100
Smr2	Vcsa2
Cnpy4	Cnpy4
Gm25613	RF00560
Olfr518	Olr282
Ngfr	Ngfr
Olfr506	Olr271
BC053393	LOC689968
Mir592	Mir592
Cldn19	Cldn19
Barx2	Barx2
Tars	Tars
Snord34	RF00147
Odaph	Odaph
Gsdmc3	Gsdmc
Gm26369	RF00026
Prr15	Prr15
Chrna6	Chrna6
Chrm5	Chrm5
Snora43	RF00560
Klk1b5	Klk1c6
Klk1b5	Klk1b3
Klk1b5	LOC108348116
Evc2	Evc2
Gm23595	RF00560
Pick1	Pick1
Zfp821	Zfp821
Dyrk1b	Dyrk1b
Gm49368	Itgam
Wtip	AABR07002945.1
Cdkn2b	Cdkn2b
Gm9046	Cdc5l
Ppp2r3a	Ppp2r3a
Olfr804	LOC103693533
Olfr804	Olr901
Bche	Bche
Ubxn2b	Ubxn2b
Padi6	Padi6
Olfr1406	Olr1581
Gm22493	RF00560
Ahnak	Ahnak
Gm25929	RF00026
Prex2	Prex2
Cfap46	AABR07005985.1
Gm25513	RF00003
Nepn	Nepn
Otos	Otos
Gm23641	RF00026
Gcdh	Gcdh
Olfr1129	Olr531
Rcc1l	Rcc1l
Gm3020	AABR07055154.1
Gm3020	Spetex-2F
Gm3020	AABR07066677.1
Gm3020	AABR07037510.2
Gm3020	AABR07063459.1
Gm3020	AABR07062268.1
Gm3020	LOC681180
Calb1	Calb1
Lgals3bp	Lgals3bp
Gm24223	RF00026
Foxm1	Foxm1
Usp3	Usp3
Olfr979	Olr1334
Tnfaip2	Tnfaip2
Olfr1145	Olr592
C1galt1	C1galt1
Epb41l3	Epb41l3
Cyp4f18	Cyp4f18
Gm23639	RF00396
Gm24144	RF00026
Polr2a	Polr2a
Znhit3	Znhit3
Erlin1	Erlin1
Alkbh7	Alkbh7
Poc1a	Poc1a
Susd3	Susd3
March4	March4
Ildr2	Ildr2
Slc25a11	Slc25a11
Bik	Bik
Basp1	Basp1
Sirt4	Sirt4
Thap3	Thap3
Rnasel	Rnasel
Qrfp	Qrfp
Il17f	Il17f
Ypel3	Ypel3
Psmd9	Psmd9
Cltc	Cltc
Abce1	Abce1
Atpaf2	Atpaf2
Eprs	Eprs
Gm23592	RF00560
Selenop	Selenop
Gm22577	RF00026
Mbd6	Mbd6
Paqr3	Paqr3
Plch2	Plch2
Frmd5	Frmd5
Krtap12-1	LOC100361793
Krtap12-1	LOC100361664
Gnb4	Gnb4
Bcat1	Bcat1
Alox8	Alox15b
Gm22540	RF00026
Tnks2	Tnks2
Cdh24	Cdh24
Gm7102	Mplkip
Tubal3	Tubal3
Clmn	Clmn
Hbb-bh1	Hbg1
Wipi2	Wipi2
Cct2	Cct2
Olfr153	Olr575
M1ap	M1ap
Btbd11	Btbd11
Tnfrsf17	Tnfrsf17
Fam98b	AABR07053472.1
Sowahc	Sowahc
Emsy	Emsy
Ttc21b	Ttc21b
Tmem14c	Tmem14c
Rpusd3	Rpusd3
Gm26293	RF00575
Klhl10	Klhl10
P4ha2	P4ha2
Gm25609	RF00026
Ndufaf2	Ndufaf2
Pcdhb17	LOC108348771
Mlec	Mlec
Olfr1537	LOC100911127
Olfr1537	Olr1288
Ptprs	Ptprs
Dyrk1a	Dyrk1a
Dmrt2	Dmrt2
Tmem273	Tmem273
Vps39	Vps39
Tgfb2	Tgfb2
Nufip2	Nufip2
Nufip2	AABR07046727.1
Irf9	Irf9
Pnpla7	Pnpla7
Llph	Llph
Slc12a7	Slc12a7
Pde12	Pde12
Zfp330	Zfp330
Rps27	LOC100362987
Stx8	Stx8
Fads2	Fads2
Yars2	Yars2
Gm24771	RF00560
Tex47	Tex47
Btbd35f3	LOC302576
Olfr190	Olr1549
Gpx8	Gpx8
Olfr640	Olr142
Wdr61	Wdr61
Pcdh19	Pcdh19
Angptl4	Angptl4
L1td1	AABR07049326.1
Resp18	Resp18
Kpna4	Kpna4
Lrp1	Lrp1
Rps3	Rps3
Pld1	Pld1
Ogdh	LOC103693780
Ephx3	Ephx3
Akap6	Akap6
Fam129b	Fam129b
Tmem128	Tmem128
Gm16286	LOC100909833
Tbca	Tbca
Ddx5	Ddx5
Ncdn	Ncdn
Dgkd	Dgkd
Raver1	Raver1
Slc7a7	Slc7a7
Adgrf2	Adgrf2
Malrd1	Malrd1
Ighv5-4	AABR07065651.3
Ighv5-4	AABR07065699.2
Ighv5-4	AABR07065656.6
Ighv5-4	AABR07065684.1
Ighv5-4	AABR07065772.2
Ighv5-4	AABR07065651.4
Ighv5-4	AABR07065699.4
Ighv5-4	AABR07065651.1
Ighv5-4	AABR07065656.4
Ighv5-4	AABR07065705.2
Ighv5-4	AABR07065699.1
Ighv5-4	AABR07065705.3
Ighv5-4	AABR07065705.1
Ighv5-4	AABR07065656.7
Ighv5-4	AABR07065714.1
Gpr4	Gpr4
Nmrk1	Nmrk1
Gm22361	RF00003
Tdpoz1	RGD1563667
Tdpoz1	LOC689173
Tdpoz1	RGD1560554
Tdpoz1	AABR07012384.1
Tdpoz1	AABR07012426.1
Tdpoz1	AABR07012342.1
Pcbd1	Pcbd1
4933402J07Rik	LOC680913
Tas2r137	Tas2r137
Cdx2	Cdx2
Zfp764	Zfp764
Fbh1	Fbh1
Hsd17b6	LOC100362350
Fmo1	Fmo1
Rph3a	Rph3a
Cts3	Ctsm
Cts3	RGD1564827
Gm24569	RF00026
Peli1	Peli1
Fbxl15	Fbxl15
Cip2a	Cip2a
Zdhhc16	Zdhhc16
Nt5m	Nt5m
Loxl1	Loxl1
Gm24788	RF00003
Gm25967	RF00428
Tmc3	Tmc3
Exoc5	Exoc5
Slmap	Slmap
Ascc1	Ascc1
Ddhd2	Ddhd2
n-R5s27	RF00001
Nr5a1	Nr5a1
Ucp2	Ucp2
S100a10	S100a10
Akr1c13	Akr1c13
Grb2	Grb2
Cd248	Cd248
Cd248	LOC108348067
Slc5a10	Slc5a10
Igkv3-3	AABR07060886.1
Igkv3-3	AABR07051551.2
Igkv3-3	AABR07051534.1
Igkv3-3	AABR07051564.1
Igkv3-3	RGD1565617
Igkv3-3	AABR07051532.1
Igkv3-3	AABR07042681.1
Lrrc25	Lrrc25
Tyw1	Tyw1
Fahd2a	Fahd2a
Gm21190	AABR07000740.2
Gm21190	LOC688649
Gm21190	AABR07043453.1
Gm21190	AABR07042629.1
Gm21190	AABR07043711.2
Gm21190	AABR07043514.1
Gm21190	AABR07043523.1
Gm21190	AABR07043564.1
Gm21190	AABR07043271.1
Gm21190	LOC102550797
Gm21190	AABR07059632.1
Gm21190	AABR07042623.1
Gm21190	AABR07042611.1
Gm21190	AABR07000747.1
Gm21190	AABR07042609.1
Gm21190	AABR07000740.1
Gm21190	AABR07043428.1
Gm23078	RF00003
Gprc5a	Gprc5a
Gm45808	Dhdh
Cnpy3	Cnpy3
Btbd35f16	LOC302576
Snora20	RF00401
Ccdc70	Ccdc70
Iglv1	AABR07034729.1
Pfn3	Pfn3
Haus5	Haus5
Siglece	AABR07003235.1
Ttc30b	Ttc30a1
Ttc30b	Ttc30b
Klf12	Klf12
Tbx19	Tbx19
Matn2	Matn2
Gm26938	Tmem184a
Gabpb2	Gabpb2
Calcb	Calcb
Ptpdc1	Ptpdc1
Cc2d1a	Cc2d1a
Pou6f1	Pou6f1
Kdf1	LOC100911383
Calu	Calu
Nhlh2	Nhlh2
Usf1	Usf1
Idh2	Idh2
Gm22021	RF00026
Il20rb	Il20rb
Gm26316	RF00004
Skp1a	Skp1
Cdc42ep2	Cdc42ep2
Gm24668	RF00026
Rhd	Rhd
Spink1	Spink1l
Hoxa9	LOC103689925
Hoxa9	LOC103692128
Gm21833	AABR07025316.1
Gm21833	AABR07039936.1
Tmem123	Tmem123
Tmprss11c	Tmprss11c
Eif2ak3	Eif2ak3
Zkscan1	Zkscan1
Oas1d	LOC103689988
Chrm4	Chrm4
Pth	Pth
Ccdc184	Ccdc184
Gm6034	AABR07044362.3
Slc5a4b	Slc5a4b
Gm25368	RF00001
Rabep1	Rabep1
Asic5	Asic5
St3gal5	St3gal5
