Gene name	Golden Hamster gene name
Rnf11	Rnf11
Fam131c	Fam131c
Trim34a	ENSMAUG00000001228
Golm1	ENSMAUG00000012538
Zcchc3	
Sytl1	Sytl1
Zfp202	ENSMAUG00000009397
Ighv14-2	
Zfp791	
Ddx21	Ddx21
Ctdspl2	Ctdspl2
Klhl4	Klhl4
Abcc6	Abcc6
Dsg4	Dsg4
Rnf111	Rnf111
Stat2	Stat2
Ctnnal1	ENSMAUG00000019791
Ikzf5	Ikzf5
Lgals7	Lgals7
Slc15a3	Slc15a3
Slc1a2	Slc1a2
Fbln2	ENSMAUG00000021684
Gpc4	Gpc4
Tmem132a	Tmem132a
Snrpb	
Tacc2	ENSMAUG00000005429
Ercc3	Ercc3
Wscd2	Wscd2
Cks1brt	Cks1brt
Ahcyl1	Ahcyl1
6820408C15Rik	6820408C15Rik
P2rx5	ENSMAUG00000008683
Ovol2	ENSMAUG00000021046
Brcc3	Brcc3
Atp13a5	Atp13a5
Kdm2a	ENSMAUG00000018328
E2f3	E2f3
Mageb3	ENSMAUG00000001808
Syap1	Syap1
Gpc3	Gpc3
Sipa1l2	Sipa1l2
Slco6c1	
Tmem206	Tmem206
Ece1	Ece1
Samd11	Samd11
Pak2	Pak2
Vmn1r4	
Ppp2r5a	Ppp2r5a
Mab21l3	Mab21l3
Kirrel	Kirrel
Gm3286	ENSMAUG00000001477
Pdcd6	ENSMAUG00000009467
Pdcd6	ENSMAUG00000010341
Pdcd6	ENSMAUG00000008435
Gm7971	ENSMAUG00000001477
Scn3a	Scn3a
Wdr72	Wdr72
Tmem101	Tmem101
Ephx1	
Dnajb5	Dnajb5
Zfp629	ENSMAUG00000010270
Prrg3	Prrg3
Ogfod2	Ogfod2
Adgra1	Adgra1
Abi2	Abi2
Clcnka	Clcnka
Cbl	ENSMAUG00000022099
Dpysl3	Dpysl3
Dlx1	Dlx1
Hmx3	Hmx3
Vprbp	Vprbp
Hspa13	Hspa13
Stc1	ENSMAUG00000015304
Stc1	ENSMAUG00000020290
4930544D05Rik	
Pet117	Pet117
Nkd1	Nkd1
Kat14	Kat14
Vps35	Vps35
Metap1d	ENSMAUG00000019354
Chrne	Chrne
Chrnb1	Chrnb1
Smarcd2	Smarcd2
Jakmip1	
Jakmip1	ENSMAUG00000009884
Cpxm2	Cpxm2
Slc22a15	Slc22a15
Cmklr1	
Cldn18	Cldn18
Kndc1	Kndc1
Acadsb	Acadsb
Defb23	
Orc6	Orc6
Nuak1	Nuak1
Manf	Manf
Vmn1r5	
Otub2	Otub2
Vmn1r6	
Defb20	Defb20
Fcho1	Fcho1
Rbm15b	
Ociad1	ENSMAUG00000015840
Xab2	Xab2
Htra1	HtrA1
Dock3	Dock3
Hgd	Hgd
Sell	Sell
Gm7978	ENSMAUG00000001477
Ficd	Ficd
Dsg2	Dsg2
Paqr5	Paqr5
Eef1akmt2	Eef1akmt2
Spdya	ENSMAUG00000003844
Sltm	Sltm
Fate1	Fate1
Pidd1	Pidd1
Actn4	ENSMAUG00000001137
Camsap3	Camsap3
Cd274	Cd274
Gm7982	ENSMAUG00000001477
Ctbp2	ENSMAUG00000004260
Pdzd7	ENSMAUG00000015875
Bcorl1	Bcorl1
Trim5	ENSMAUG00000004389
Nkx2-6	Nkx2-6
E330014E10Rik	ENSMAUG00000001477
Pla2g15	Pla2g15
1700022I11Rik	1700022I11Rik
R3hdm2	ENSMAUG00000012480
Vcp	Vcp
Defb22	
Map10	
Bcl7c	Bcl7c
Renbp	Renbp
Col20a1	Col20a1
Phka1	Phka1
Defb26	
Rbm7	ENSMAUG00000017938
Rbm7	ENSMAUG00000001942
Zfp369	ENSMAUG00000008927
2310030G06Rik	2310030G06Rik
Capn12	Capn12
Man2c1	Man2c1
Clcnkb	Clcnkb
Tmc2	Tmc2
Mfsd2a	Mfsd2a
Scaf1	Scaf1
Serpind1	Serpind1
Cryab	CRYAB
Abraxas2	Abraxas2
Vmn1r7	
Snap29	Snap29
Samsn1	Samsn1
Hspb2	Hspb2
Pi4ka	Pi4ka
Ddx50	ENSMAUG00000022192
Map2k2	Map2k2
Tmem109	Tmem109
Gm35060	Gm35060
Nkx3-1	Nkx3-1
Chrna4	Chrna4
Gpr26	Gpr26
4933402N03Rik	4933402N03Rik
Defb28	Defb28
Sowaha	Sowaha
Glyat	Glyat
Vmn1r8	
Cxcl13	BLC
Vmn1r9	
Trpm8	ENSMAUG00000020036
Cyp2c67	
Jup	Jup
Vmn1r10	
Kazald1	Kazald1
Onecut1	Onecut1
Vmn1r11	
Pstk	Pstk
Mapkapk3	Mapkapk3
Vmn1r12	
Ccdc160	Ccdc160
Gfap	Gfap
Glce	Glce
Gypc	Gypc
Sart3	Sart3
Vmn1r14	
Cuzd1	Cuzd1
Snx20	Snx20
Vmn1r15	
Grm7	Grm7
Slc7a6	Slc7a6
Btbd16	Btbd16
Cish	ENSMAUG00000008977
Tmem191c	Tmem191c
Cd96	Cd96
Gm5617	
Gm4756	Gm4756
Ddx24	Ddx24
Gabrg1	Gabrg1
Defb29	
Pcnx4	Pcnx4
Zranb1	Zranb1
Ntpcr	Ntpcr
Hspa1b	
Fcrls	Fcrls
Hmx2	Hmx2
Zbtb5	Zbtb5
Nae1	Nae1
Nkx1-2	Nkx1-2
Tlx1	Tlx1
Nnmt	Nnmt
Fgf11	Fgf11
Fam53b	Fam53b
6030468B19Rik	6030468B19Rik
Sin3a	Sin3a
Stox1	ENSMAUG00000002239
Vbp1	Vbp1
Nhlh2	Nhlh2
Hspa1a	
Defb21	Defb21
Trappc8	Trappc8
Uap1	Uap1
Vmn1r16	
Nomo1	Nomo1
Vmn1r17	
Synb	
Slc25a37	Slc25a37
Mboat1	Mboat1
Plekha1	Plekha1
Ctf1	
Syngr2	Syngr2
Lbx1	Lbx1
Wnt7a	Wnt7a
Hspa1l	Hspa1l
Spesp1	Spesp1
Vmn1r18	
Trim12a	ENSMAUG00000004389
Kcnq2	Kcnq2
Tmem102	Tmem102
Afmid	Afmid
Tmem222	Tmem222
Rec114	Rec114
Cd5l	Cd5l
Prpf19	Prpf19
Vmn1r19	
Togaram2	Togaram2
Lsm12	
Ndfip2	Ndfip2
Nptn	Nptn
Vmn1r20	
Chst15	Chst15
Uqcrh	ENSMAUG00000019784
Tk1	ENSMAUG00000020961
Tk1	ENSMAUG00000003314
Capn3	ENSMAUG00000019821
Raph1	ENSMAUG00000008616
Rcn1	Rcn1
D1Ertd622e	D1Ertd622e
Cnot6l	ENSMAUG00000008880
Palb2	ENSMAUG00000013320
Spin4	Spin4
Casq2	Casq2
Sgca	SGCA
Cpxcr1	
Sept8	ENSMAUG00000011945
Defb36	Defb36
Rras	Rras
H2afb2	
Mycl	Mycl
Csf1	Csf1
Rnf24	Rnf24
Il23a	Il23a
Cox11	ENSMAUG00000008185
Cyp2c68	
Iscu	Iscu
Gm39566	
4933402P03Rik	4933402P03Rik
Gabra2	Gabra2
Tom1l1	Tom1l1
Gh	Gh1
Cyp2c40	
Spem1	Spem1
Defb25	Defb25
Cnga2	Cnga2
Nrip1	Nrip1
Zbtb16	Zbtb16
Dzank1	ENSMAUG00000002240
Pank2	ENSMAUG00000014890
Pdcd1lg2	Pdcd1lg2
Kif18b	Kif18b
Fam214a	Fam214a
Elf4	ENSMAUG00000001789
Ifi27	
Ndufb4	Ndufb4
Gm4737	ENSMAUG00000006591
G6pc3	G6pc3
Grsf1	
4930522H14Rik	4930522H14Rik
Utf1	Utf1
Magea4	
Idh3b	Idh3b
Ddx19b	ENSMAUG00000020831
Ddx19b	ENSMAUG00000008484
Fstl1	Fstl1
Sox6	Sox6
Nop56	Nop56
Cyp2c37	
Rsl1d1	
Gabre	Gabre
Scn2a	Scn2a
Mtfmt	Mtfmt
C1ql1	C1ql1
Pcnx2	Pcnx2
Nectin3	Nectin3
Scn3b	Scn3b
C77080	ENSMAUG00000008462
Adam8	Adam8
H2afb1	
Yars	Yars
Hspb7	Hspb7
Rem1	Rem1
Slc7a6os	Slc7a6os
Rab39b	Rab39b
Selp	Selp
Gm694	
Htr3a	Htr3a
Cyp2c50	
Nlgn2	Nlgn2
Cd79b	Cd79b
F5	F5
Ric1	Ric1
Mylk3	Mylk3
Prr12	Prr12
Ganc	Ganc
Tcf7l2	Tcf7l2
Fbxl19	Fbxl19
Dennd5b	Dennd5b
Chchd4	ENSMAUG00000016044
Chchd4	ENSMAUG00000021415
Gabpb1	Gabpb1
Magea10	
Eif3j2	ENSMAUG00000019190
Trit1	Trit1
Vangl1	Vangl1
Scgb3a2	Scgb3a2
Gspt1	Gspt1
Lrrc58	Lrrc58
Smpd3	Smpd3
Eif4g3	
Prmt7	Prmt7
Gabra3	Gabra3
Tmem87a	Tmem87a
Rpap1	Rpap1
Cdkn2c	Cdkn2c
Entpd4	ENSMAUG00000012065
Dtl	ENSMAUG00000021059
Faf1	Faf1
Scn4a	Scn4a
Gm27179	
Gm16867	
Tnfrsf17	
Anp32a	Anp32a
Dcakd	Dcakd
Ifi27l2b	ENSMAUG00000012467
Gm1043	Gm1043
Ifi27l2a	ENSMAUG00000012467
Nmt1	Nmt1
Lbh	
Etfbkmt	Etfbkmt
Tmem43	ENSMAUG00000021795
Sdc3	Sdc3
Btrc	Btrc
Tmem256	Tmem256
Mob1b	Mob1b
Pigx	Pigx
Snx29	ENSMAUG00000000732
Mindy2	Mindy2
Nosip	ENSMAUG00000000220
9130409I23Rik	ENSMAUG00000003804
Kif2b	Kif2b
Csf1r	Csf1r
Polr3f	Polr3f
Ell	Ell
Stard4	Stard4
Car7	Car7
Adam10	Adam10
P3h4	P3h4
Wdtc1	ENSMAUG00000004693
Phf6	Phf6
Gm5485	Gm5485
Crmp1	Crmp1
Prrg2	Prrg2
Cox7b2	
Fgfrl1	Fgfrl1
Laptm5	Laptm5
Klhl14	Klhl14
Rnf212	Rnf212
Mrpl1	Mrpl1
Rbbp9	Rbbp9
Lclat1	
Atp13a4	ENSMAUG00000014783
Evc	Evc
Nod2	Nod2
Lipc	Lipc
Spp2	Spp2
Dck	Dck
Pdlim1	Pdlim1
Fancg	Fancg
Slc19a2	Slc19a2
Nvl	Nvl
Hcfc1	Hcfc1
Arl5a	Arl5a
Sec23b	ENSMAUG00000009451
Prr29	Prr29
Midn	Midn
1110032A03Rik	1110032A03Rik
Orai3	Orai3
Zfp90	Zfp90
Fdxacb1	Fdxacb1
Pdp2	Pdp2
Ngf	ENSMAUG00000002276
Cd44	CD44
Dmrtc1b	Dmrtc1b
Alg9	Alg9
Aifm1	Aifm1
Dzip3	Dzip3
Cacnb4	Cacnb4
Setd1a	Setd1a
Aqp9	Aqp9
Hsd3b7	Hsd3b7
Gabrb1	Gabrb1
Ndufs5	Ndufs5
Gabra4	Gabra4
Cep19	
Plscr3	Plscr3
Syt17	Syt17
Zp1	Zp1
Nupr1	Nupr1
Htr3b	Htr3b
Akirin1	Akirin1
Tnk1	Tnk1
Slc26a2	Slc26a2
Fras1	Fras1
Itgb4	Itgb4
Apc	ENSMAUG00000013549
Usp8	Usp8
Ppp4r4	Ppp4r4
Gm17018	Gm17018
Fbxw4	ENSMAUG00000015787
Usp50	Usp50
Hprt	ENSMAUG00000000155
Hprt	ENSMAUG00000021715
Icam2	Icam2
Cntf	Cntf
Zfp91	Zfp91
Plcd3	Plcd3
Pls3	Pls3
Rhbdl2	Rhbdl2
Matn1	Matn1
Xpc	Xpc
Nrros	Nrros
Hcn4	Hcn4
Cnih4	Cnih4
Cdh16	Cdh16
Galnt14	Galnt14
Itpripl2	Itpripl2
Ociad2	Ociad2
Galk1	Galk1
Cdh3	ENSMAUG00000005649
Arl4c	
Hp1bp3	ENSMAUG00000009268
Hp1bp3	ENSMAUG00000015861
Sult1a1	Sult1a1
Coro2b	Coro2b
Tspan2	Tspan2
Cyld	Cyld
Sgf29	Sgf29
Tshb	Tshb
Ern1	ENSMAUG00000021846
4921517D22Rik	
Slc4a4	Slc4a4
Slc9a1	ENSMAUG00000001078
Zfp511	Zfp511
Mycbp	Mycbp
Tubgcp2	Tubgcp2
Kcng2	
Plac1	Plac1
Olfr1444	ENSMAUG00000010581
Bex6	ENSMAUG00000015047
Aars	Aars
Coq7	ENSMAUG00000000411
Cdh1	Cdh1
Olfr1445	
Fbxo45	Fbxo45
Fgf8	Fgf8
Olfr1446	
Exosc6	Exosc6
Abca6	Abca6
Tex2	ENSMAUG00000019923
Tex2	ENSMAUG00000013338
Ctdp1	Ctdp1
Spg21	Spg21
Ebf4	Ebf4
Pde6a	Pde6a
Ankdd1a	Ankdd1a
Neo1	Neo1
Stmn1	Stmn1
Cxadr	Cxadr
Arhgap24	Arhgap24
Itga11	Itga11
Sorbs1	ENSMAUG00000021702
Atp9b	ENSMAUG00000015980
Anxa3	Anxa3
Car10	Car10
Tango6	Tango6
Dmrta2	Dmrta2
Isyna1	Isyna1
Npm3	Npm3
Ppargc1b	Ppargc1b
Fam46b	Fam46b
Plekho2	Plekho2
Pecam1	Pecam1
Rbm3	Rbm3
Acbd4	Acbd4
Clec18a	Clec18a
C330027C09Rik	C330027C09Rik
Ptpru	Ptpru
Abca5	Abca5
Amn1	Amn1
Has3	Has3
Chtf8	Chtf8
Ccdc181	Ccdc181
Paqr7	Paqr7
Trnp1	Trnp1
Kcnip2	Kcnip2
Arhgef9	Arhgef9
Bola2	Bola2
Coro1a	Coro1a
Slx1b	Slx1b
Rrad	Rrad
Kdf1	Kdf1
Btg3	ENSMAUG00000013141
Trpm7	Trpm7
Cpxm1	Cpxm1
Fem1b	
Paqr3	
Bmp2k	Bmp2k
Pif1	Pif1
Stx4a	Stx4a
Stx1b	Stx1b
Aunip	Aunip
Adpgk	Adpgk
Calml4	Calml4
Bbs4	Bbs4
Cln6	Cln6
Fam96b	Fam96b
Mapk10	ENSMAUG00000017023
D16Ertd472e	D16Ertd472e
Gc	Gc
Cldn34b3	
Ift57	Ift57
Utp4	Utp4
Nudc	Nudc
Hexim1	Hexim1
Hexim2	Hexim2
Cldn34b4	
Npffr2	ENSMAUG00000018426
Npffr2	ENSMAUG00000013989
Adamts3	Adamts3
Polg2	Polg2
Milr1	Milr1
Cd47	Cd47
Pdpr	
Hemk1	Hemk1
Cldn34d	
Mtfr1l	Mtfr1l
Chodl	Chodl
Csnk1a1	Csnk1a1
Syna	
Clip2	Clip2
Sntb2	Sntb2
Tmem239	
1700020A23Rik	
Gm28372	Gm28372
6430571L13Rik	6430571L13Rik
Lat2	
Habp2	Habp2
Fmnl1	Fmnl1
Nrap	ENSMAUG00000013988
Rfc2	
Ces2a	ENSMAUG00000018660
Ces2a	ENSMAUG00000003374
Eef1a2	Eef1a2
Arih1	Arih1
Cacna2d2	Cacna2d2
Irak1	Irak1
Smox	Smox
Ppdpf	Ppdpf
Eif4h	ENSMAUG00000000548
Rbpms2	Rbpms2
Aldh18a1	Aldh18a1
Ptk6	Ptk6
Selenon	
Srms	Srms
Limk1	Limk1
Glg1	Glg1
Mecr	Mecr
Fndc11	Fndc11
Helz2	Helz2
Cox18	Cox18
Map2k6	Map2k6
Sppl2a	Sppl2a
Eln	Eln
Mapk3	Mapk3
Gmeb2	Gmeb2
Mbp	ENSMAUG00000000901
Wbscr28	Wbscr28
Bbx	Bbx
Stmn3	Stmn3
Mettl27	ENSMAUG00000011735
Tmem115	Tmem115
Cyb561d2	Cyb561d2
Cldn4	Cldn4
Cldn3	Cldn3
Nprl2	Nprl2
Oaz2	Oaz2
Adra1d	Adra1d
Abhd11	Abhd11
Ces2b	ENSMAUG00000019173
Ces2b	ENSMAUG00000013763
Ces2b	ENSMAUG00000018177
Ces2b	ENSMAUG00000014101
Man1c1	Man1c1
Tmem202	ENSMAUG00000018010
Zmynd10	Zmynd10
Hexa	Hexa
Zfp609	Zfp609
Rfwd3	Rfwd3
Ankrd17	Ankrd17
Ptpn13	Ptpn13
Mlkl	Mlkl
Rtel1	Rtel1
Ces2c	ENSMAUG00000019173
Ces2c	ENSMAUG00000013763
Ces2c	ENSMAUG00000018177
Ces2c	ENSMAUG00000014101
Ldlrap1	Ldlrap1
Srsf4	Srsf4
Prnp	PRNP
Prn	ENSMAUG00000020658
Prnd	ENSMAUG00000020658
Kcnj16	Kcnj16
Spata32	Spata32
Gdpd3	Gdpd3
Pclaf	Pclaf
Ap4e1	ENSMAUG00000020694
Trip4	ENSMAUG00000017089
Tctn3	Tctn3
Slc10a6	Slc10a6
Kcnj2	Kcnj2
Tmem57	Tmem57
Fa2h	Fa2h
1700016H13Rik	1700016H13Rik
Amer1	Amer1
Rassf2	Rassf2
Rhd	Rhd
Wdr59	Wdr59
Zfp236	ENSMAUG00000002017
Zfp236	ENSMAUG00000015835
Asb12	Asb12
Aff1	Aff1
Rassf1	Rassf1
Hyal2	Hyal2
Tusc2	Tusc2
Tmem50a	ENSMAUG00000018026
Stx1a	Stx1a
Zc4h2	Zc4h2
Sox9	Sox9
Rsrp1	Rsrp1
Dnajc30	Dnajc30
Wbscr22	ENSMAUG00000013425
Wbscr22	ENSMAUG00000008632
Zc3h12b	Zc3h12b
Tshz1	Tshz1
Hyal3	Hyal3
Hyal1	Hyal1
Nat6	Nat6
Znrf1	Znrf1
Vps37d	Vps37d
Ldhd	Ldhd
Lime1	Lime1
Arfrp1	ENSMAUG00000004621
Arfrp1	ENSMAUG00000006741
Plekhs1	
Zgpat	Zgpat
Ifrd2	Ifrd2
Slc23a2	Slc23a2
Mlxipl	Mlxipl
Zfp407	Zfp407
Klhl8	Klhl8
Tbl2	Tbl2
Syf2	Syf2
Bcl7b	Bcl7b
Zbtb46	Zbtb46
Csnk1g1	Csnk1g1
Sema3b	Sema3b
Las1l	Las1l
Abhd16b	Abhd16b
Baz1b	
Fzd9	Fzd9
Sstr2	Sstr2
Tpd52l2	Tpd52l2
Slc39a11	ENSMAUG00000020169
Cog1	Cog1
Fkbp6	
Trim50	Trim50
Fam104a	Fam104a
Dclre1a	Dclre1a
Nsun5	Nsun5
Runx3	Runx3
Dnajc5	Dnajc5
Cndp1	Cndp1
Hsd17b13	Hsd17b13
Gnai2	Gnai2
Clic4	Clic4
Hip1	Hip1
Fam69c	ENSMAUG00000019914
Tmem230	Tmem230
Ccdc186	Ccdc186
Hsd17b11	Hsd17b11
Slc5a3	
Mrps6	
Cyb5a	ENSMAUG00000009196
Cyb5a	ENSMAUG00000001525
Pcna	ENSMAUG00000010813
Zfp512b	Zfp512b
Nudt9	Nudt9
Samd10	Samd10
Prpf6	Prpf6
Zfp1	Zfp1
Uckl1	Uckl1
Msn	Msn
Kcne2	Kcne2
Slc38a3	Slc38a3
Srrm1	Srrm1
Ccl26	
Ccl24	Ccl24
Rhbdd2	Rhbdd2
Gnat1	Gnat1
Fbxo15	ENSMAUG00000021871
Smim11	Smim11
Ctrb1	Ctrb1
Por	Por
Tdrd1	Tdrd1
Sema3f	Sema3f
Tmem120a	Tmem120a
Gm29797	Gm29797
Sox18	Sox18
Styxl1	Styxl1
Tcea2	Tcea2
Bcar1	Bcar1
4930563D23Rik	4930563D23Rik
Mdh2	ENSMAUG00000014402
Mdh2	ENSMAUG00000013304
Clic6	
Cbln2	Cbln2
Srrm3	Srrm3
Cds2	Cds2
Rgs19	Rgs19
Cfdp1	ENSMAUG00000014971
Cfdp1	ENSMAUG00000020878
Tmem170	Tmem170
Socs6	
Hspb1	Hspb1
Ywhag	Ywhag
Lkaaear1	Lkaaear1
Runx1	ENSMAUG00000013841
Chst5	Chst5
Tmem231	Tmem231
Rbm5	Rbm5
Sparcl1	Sparcl1
Gabarapl2	Gabarapl2
Cd226	Cd226
Dspp	Dspp
Vwa2	Vwa2
Adat1	Adat1
Ssc4d	
Oprl1	ORL
Zp3	Zp3
Dtx2	Dtx2
Myt1	Myt1
Upk3b	Upk3b
Upk3bl	Upk3bl
Rasa4	Rasa4
Pcmtd2	Pcmtd2
Polr3k	ENSMAUG00000019651
Polr3k	ENSMAUG00000010035
Rbm6	ENSMAUG00000014741
Lrwd1	Lrwd1
Polr2j	Polr2j
Mon1a	Mon1a
Alkbh4	Alkbh4
Mst1r	Mst1r
Orai2	Orai2
Amigo3	Amigo3
Apeh	ENSMAUG00000007244
Camkv	Camkv
Fam212a	Fam212a
Uba7	Uba7
Gmppb	Gmppb
Rnf123	Rnf123
Traip	Traip
Cdhr4	Cdhr4
Bsn	Bsn
Ip6k1	Ip6k1
Mst1	Mst1
Prkrip1	Prkrip1
Sh2b2	Sh2b2
Cux1	Cux1
Myl10	
Col26a1	Col26a1
Ift22	
Fis1	ENSMAUG00000011604
Fis1	ENSMAUG00000009788
Cldn15	Cldn15
Znhit1	Znhit1
Plod3	ENSMAUG00000014281
Vgf	Vgf
Ap1s1	
Serpine1	Serpine1
Trim56	Trim56
Muc3	Muc3
Muc3a	
Ache	Ache
Ufsp1	
Srrt	Srrt
Trip6	Trip6
Slc12a9	Slc12a9
Ephb4	Ephb4
Zan	Zan
Marf1	Marf1
Sec14l5	Sec14l5
Tslp	Tslp
Zfp521	Zfp521
Rab18	Rab18
Tfap4	Tfap4
Gata6	Gata6
Psma8	Psma8
Mmp25	Mmp25
Trim36	Trim36
Ttll2	
Rrn3	Rrn3
Mcm4	Mcm4
Sap130	Sap130
Mzb1	Mzb1
Psmb1	Psmb1
Thoc1	Thoc1
Snai2	Snai2
Mep1b	Mep1b
Snx2	Snx2
Dgcr14	Dgcr14
Rbfox1	Rbfox1
Gm94	Gm94
Zfp760	
Slc6a7	Slc6a7
Dnah1	ENSMAUG00000016506
Rnf151	Rnf151
Lars	Lars
Ndfip1	Ndfip1
Map3k2	Map3k2
1810011H11Rik	1810011H11Rik
Slc25a32	Slc25a32
Psmg2	Psmg2
C7	C7
Prrc1	Prrc1
Ptx4	Ptx4
Slc25a46	Slc25a46
Fetub	Fetub
Tpsb2	
Sil1	Sil1
Psmc6	Psmc6
Ammecr1l	Ammecr1l
Csf2rb2	
Prelid2	Prelid2
Derl1	Derl1
Sik1	Sik1
Slc4a9	Slc4a9
Nrep	Nrep
Hars	Hars
Anxa13	Anxa13
Rictor	Rictor
Ube2d2a	Ube2d2a
Snx4	Snx4
Csnk1g3	Csnk1g3
Lemd2	Lemd2
Me2	ENSMAUG00000008737
Reep2	Reep2
Cyp4f40	Cyp4f40
Mmrn2	Mmrn2
Nsmce2	Nsmce2
Il7r	Il7r
Apol8	Apol8
Srebf2	Srebf2
Akap8l	Akap8l
Pim3	Pim3
Cpq	Cpq
Spin2f	ENSMAUG00000000437
Peli2	Peli2
Prr16	Prr16
Fbxo34	Fbxo34
Zfp13	Zfp13
Usp25	Usp25
Hnrnpc	Hnrnpc
Adrb2	ADRB2
Tmlhe	Tmlhe
Ndufb9	Ndufb9
Pudp	
Gprin2	
Il2rb	Il2rb
Yipf5	Yipf5
Grxcr2	Grxcr2
Eny2	Eny2
Spry2	Spry2
Ptp4a3	Ptp4a3
Fam118a	Fam118a
Ppic	Ppic
Map3k13	ENSMAUG00000012001
Htr4	Htr4
Bop1	Bop1
Tsc2	Tsc2
Pfkm	Pfkm
Fermt3	Fermt3
Kcnv1	KCNV1
Pias2	Pias2
Gcat	Gcat
Rsph1	Rsph1
Tmem200c	Tmem200c
Abhd17b	Abhd17b
Gnpnat1	Gnpnat1
Znrf4	Znrf4
Seh1l	Seh1l
Sart1	Sart1
Elfn2	Elfn2
Ier2	
Lpp	Lpp
Bin3	Bin3
Fam160b1	Fam160b1
Ap5b1	Ap5b1
Gsdmd	Gsdmd
Acot10	ENSMAUG00000008759
Xdh	Xdh
Fam196b	Fam196b
March6	March6
Adcy8	Adcy8
BC016579	BC016579
Sorbs3	Sorbs3
Dopey2	Dopey2
Fads3	Fads3
Adcy4	Adcy4
Ppp3cc	Ppp3cc
Tmx3	Tmx3
Gm4775	Gm4775
Tbc1d23	Tbc1d23
Pgk2	Pgk2
Dnah8	Dnah8
Gm27297	
Fgf17	Fgf17
Ccdc54	
Cyp39a1	Cyp39a1
Gm25259	ENSMAUG00000002927
Fra10ac1	ENSMAUG00000018167
Gm23301	ENSMAUG00000006115
n-R5-8s1	
Gpt	Gpt
Gm22338	
Gm26311	
Pggt1b	Pggt1b
Kcnj6	Kcnj6
Scrt1	Scrt1
Cox7a2l	Cox7a2l
Cfap58	Cfap58
Siah3	Siah3
Gm23378	
Sema6b	Sema6b
Gm26494	ENSMAUG00000007429
Mrpl11	Mrpl11
Gm24523	ENSMAUG00000003068
Gfra2	Gfra2
Elf1	Elf1
Mcrip2	Mcrip2
Gm24577	
Prlhr	Prlhr
n-R5s88	
Cidea	Cidea
Recql4	Recql4
Gm25414	
Asah2	Asah2
Upk3a	Upk3a
Gm9493	ENSMAUG00000000660
Gm9493	ENSMAUG00000012178
Krt82	
Lgals1	Lgals1
Gm23763	
Nfkbie	Nfkbie
Hacd2	Hacd2
Gm22842	ENSMAUG00000005272
Gtf2f2	Gtf2f2
Dpy30	Dpy30
Hspbap1	Hspbap1
Gm26041	ENSMAUG00000002990
n-R5s133	
Mapk12	Mapk12
Gm23932	ENSMAUG00000004950
Tbc1d12	Tbc1d12
Gm25008	ENSMAUG00000004334
Clic5	
Dhrs4	Dhrs4
Slitrk6	Slitrk6
Yipf4	Yipf4
Xpo5	Xpo5
Gm22888	ENSMAUG00000003716
Gm22206	
Vwa8	Vwa8
Gpr137	Gpr137
n-R5s120	
Nup50	Nup50
Dazl	Dazl
Gm25403	
Cwf19l1	Cwf19l1
Gm26000	ENSMAUG00000006924
Gm22229	
Gm26098	ENSMAUG00000006876
Cldn34a	
Fam160b2	Fam160b2
Ccdc85b	Ccdc85b
Gm22300	ENSMAUG00000005182
Haao	Haao
Gm25185	
Wdr43	Wdr43
Nufip1	Nufip1
Fau	ENSMAUG00000014406
Gm26447	ENSMAUG00000002571
Gm22867	ENSMAUG00000005668
Gm22354	ENSMAUG00000006165
Creld2	Creld2
AC140325.3	ENSMAUG00000001477
Gm22148	ENSMAUG00000006385
Gm25671	ENSMAUG00000005488
Gm10053	
Tmem252	Tmem252
Gm26290	ENSMAUG00000006832
Gm5519	ENSMAUG00000018405
Apba1	Apba1
Gal	Gal
Adm2	Adm2
Glyr1	Glyr1
Rpp30	Rpp30
Gm23347	
Pcdh17	Pcdh17
n-R5s84	ENSMAUG00000004219
Gm24647	ENSMAUG00000001579
Sh3gl1	Sh3gl1
H1fnt	H1fnt
Aldh3b1	Aldh3b1
Gm23735	ENSMAUG00000004436
Snord59a	
Cstf2t	Cstf2t
Capsl	Capsl
Gm24552	ENSMAUG00000005708
Lipm	Lipm
Gm24593	
Cela1	Cela1
Gm25560	ENSMAUG00000002946
Gm22661	
Has1	Has1
Ddn	Ddn
Tfb1m	Tfb1m
Krt81	ENSMAUG00000015934
Pi4k2a	Pi4k2a
Pold4	Pold4
2310039H08Rik	2310039H08Rik
Rnaset2a	ENSMAUG00000000335
Rai14	Rai14
Gm25427	
Slc35g1	Slc35g1
Ccdc112	Ccdc112
Gm26489	ENSMAUG00000004659
Gm3550	ENSMAUG00000017722
Gm3550	ENSMAUG00000013138
Gm3550	ENSMAUG00000000211
Gm3550	ENSMAUG00000017959
Gm3550	ENSMAUG00000001312
Gm23520	
Ypel5	Ypel5
Taf8	Taf8
Sipa1	Sipa1
Asic1	Asic1
Gm25107	ENSMAUG00000003565
Sst	Sst
Prss22	Prss22
Gm10112	ENSMAUG00000021918
Neurl1a	Neurl1a
Gm25101	ENSMAUG00000001845
Bicdl2	Bicdl2
Gm23715	
Tmem207	Tmem207
Gm25354	
Slc29a2	Slc29a2
Gm23536	
Gm22423	
4933412E24Rik	
Spry4	Spry4
Gm26189	
Gm23202	ENSMAUG00000006390
Gm27348	
Mc2r	MC2R
Dazap2	Dazap2
Sp7	Sp7
Cdh24	Cdh24
Lvrn	Lvrn
Snord95	ENSMAUG00000005225
