Gene name	BMR gene name
Samd3	Samd3
Spr	
Zfr2	Zfr2
Trio	Trio
Cuedc2	Cuedc2
Pgam2	Pgam2
Gk	Gk
Fam169b	Fam169b
Zfp110	
Cyp2a5	
Clcn4	Clcn4
Tnni1	Tnni1
Chchd1	Chchd1
Olfr555	
Il11ra2	
2610318N02Rik	2610318N02Rik
Acss2	Acss2
Ing5	Ing5
Susd2	Susd2
Pdlim4	Pdlim4
Tubb2b	Tubb2b
Ppm1m	Ppm1m
Crb3	Crb3
Epc1	
Vamp5	Vamp5
Faap20	Faap20
Arid5a	Arid5a
Gm28047	
Snx6	
Rgs22	Rgs22
Usp1	Usp1
Nkx6-3	Nkx6-3
Enkd1	Enkd1
Pcna	
Galnt3	Galnt3
Serpinb9d	
1810046K07Rik	1810046K07Rik
Gm5751	
Tcf4	Tcf4
Epsti1	Epsti1
Yme1l1	
Dapp1	Dapp1
Siglece	Siglece
Dgkq	Dgkq
Thnsl2	Thnsl2
Pgr15l	Pgr15l
Mcm3ap	Mcm3ap
Rad51b	Rad51b
Abca17	Abca17
Enthd1	Enthd1
Adam6b	
Nmu	Nmu
Cyp2a4	
Asb8	Asb8
Bsph1	Bsph1
Cst11	Cst11
Wdr41	Wdr41
Adam3	Adam3
Mdfi	Mdfi
Zbtb7b	
Pcbd2	Pcbd2
Izumo4	Izumo4
Sned1	Sned1
Hcn2	Hcn2
Cyfip2	Cyfip2
Zfp213	Zfp213
Slc13a2	Slc13a2
Gm21876	
Gpc6	Gpc6
Cactin	Cactin
Tanc2	Tanc2
Pdk2	Pdk2
Arsk	Arsk
Tbc1d7	Tbc1d7
Gm20521	Gm20521
Htra4	Htra4
Iqcb1	Iqcb1
AW551984	AW551984
Mei1	Mei1
Arl14epl	Arl14epl
Tsc2	Tsc2
Slc4a2	Slc4a2
Rmi2	Rmi2
Ipmk	Ipmk
Slamf6	Slamf6
Rft1	
Zfyve26	Zfyve26
Sdk1	Sdk1
Decr2	Decr2
Unc119	Unc119
Gm21987	
Casd1	
Hc	Hc
Fam174a	Fam174a
Mff	
Vac14	Vac14
Vax2	Vax2
Ppm1e	Ppm1e
Htr1b	Htr1b
Ovol1	Ovol1
Rbpms2	Rbpms2
Zfp94	Zfp94
Rsph6a	Rsph6a
Casc3	Casc3
Cd200r1	
Rdh1	
Galr1	Galr1
Kcnmb2	Kcnmb2
Ubxn6	Ubxn6
Tlr8	Tlr8
Atg3	Atg3
Disp3	Disp3
Ces5a	Ces5a
Mcm2	Mcm2
Agbl5	Agbl5
Adora2b	Adora2b
Far1	Far1
Errfi1	Errfi1
Gtf3a	Gtf3a
Foxj1	Foxj1
Gm20219	Gm20219
Olfr629	
Ccdc25	Ccdc25
Uhrf1	Uhrf1
Ttll4	Ttll4
Cep250	Cep250
Gnao1	Gnao1
Safb	Safb
Amigo3	Amigo3
Tmco4	Tmco4
Hoxd3	Hoxd3
Fbxo47	Fbxo47
Nudt6	Nudt6
Ufm1	Ufm1
Onecut1	Onecut1
Mup7	
Setdb1	Setdb1
Ppfia4	Ppfia4
Plch2	Plch2
Masp2	Masp2
Olfr912	
Tmem38b	Tmem38b
Vps33a	Vps33a
Mcam	Mcam
Fbxw26	
Rasgrp4	Rasgrp4
Foxo3	
Ssxb6	
Stx8	Stx8
Dnase2a	Dnase2a
Rita1	Rita1
Fam192a	Fam192a
Suox	Suox
Papss1	Papss1
Medag	Medag
Arhgef40	Arhgef40
Usp37	Usp37
Mettl22	Mettl22
Mybl1	Mybl1
9130409I23Rik	
Cyp2t4	Cyp2t4
Lrrc56	Lrrc56
Naa10	Naa10
Pcdhga3	Pcdhga3
Map1lc3a	Map1lc3a
Mmp2	Mmp2
Chid1	Chid1
Capza1	Capza1
Med16	Med16
Ablim1	Ablim1
Calcr	Calcr
Nus1	Nus1
Lhb	Lhb
Fbxw4	Fbxw4
Rhobtb3	Rhobtb3
C1qtnf6	C1qtnf6
Nadk	Nadk
Slx4	Slx4
Spag7	Spag7
Patl2	Patl2
Serpinb3a	
Stx12	Stx12
Zmiz2	Zmiz2
1700030K09Rik	1700030K09Rik
Mtmr7	Mtmr7
Nfkb2	Nfkb2
Mamld1	Mamld1
Sec24a	Sec24a
Abcd1	Abcd1
Themis3	Themis3
Tppp3	Tppp3
Lsm6	Lsm6
Fam209	Fam209
Csrp1	Csrp1
Tpd52l1	Tpd52l1
Slc3a1	Slc3a1
Gpr142	Gpr142
Kif21b	Kif21b
Pla1a	Pla1a
Olfr1375	
Kat7	Kat7
Rnf208	Rnf208
Olfr1161	Olfr1161
Tmem167	Tmem167
Rrnad1	Rrnad1
Klc1	Klc1
Dach1	Dach1
Lrrc52	Lrrc52
Gadd45b	Gadd45b
Grin2d	Grin2d
Rhpn1	Rhpn1
Slc30a2	Slc30a2
Chn2	Chn2
C9orf72	C9orf72
Mospd1	Mospd1
Exosc9	Exosc9
Fezf2	Fezf2
Eif3j2	
Usp34	Usp34
Mup21	
Sertad1	Sertad1
Slc25a41	Slc25a41
Pgpep1	Pgpep1
Serpinb7	Serpinb7
Slc35f6	Slc35f6
Prph2	Prph2
Tmem262	Tmem262
Ercc1	Ercc1
Mndal	
Endod1	Endod1
Pafah1b2	Pafah1b2
Ddx23	Ddx23
Insm1	Insm1
Amz1	Amz1
Polr1b	Polr1b
Arl2bp	Arl2bp
Fgd6	Fgd6
Gpat4	Gpat4
St8sia5	St8sia5
Cby3	Cby3
Crp	Crp
Sftpb	Sftpb
Tpm1	Tpm1
Hist1h4h	Hist1h4h
Ddx59	Ddx59
Cep290	Cep290
Sat1	Sat1
Dok3	Dok3
Rnf113a1	Rnf113a1
Gm6890	
Olfr1477	
Nkx2-6	Nkx2-6
Phtf2	Phtf2
A3galt2	A3galt2
Bmp7	Bmp7
Shisa9	Shisa9
Trip6	Trip6
Dhh	Dhh
Fam124b	Fam124b
N4bp2l1	
Ptf1a	Ptf1a
Lacc1	Lacc1
Plekha6	Plekha6
Mettl24	Mettl24
Arf6	Arf6
Ccdc89	Ccdc89
Chn1	Chn1
Atxn7l1	Atxn7l1
Prss2	
Cstl1	Cstl1
Srpk2	Srpk2
Prmt7	Prmt7
Gpr85	Gpr85
Pkig	Pkig
Lamp5	Lamp5
Otol1	Otol1
Ms4a4a	Ms4a4a
Scube2	Scube2
Trim35	Trim35
Olfr110	
Cstf1	Cstf1
Agpat3	Agpat3
Fthl17e	
Sell	Sell
Tspan3	Tspan3
4921507P07Rik	4921507P07Rik
Ctsg	Ctsg
Trim14	Trim14
Fam83f	Fam83f
Ubc	Ubc
Il18r1	Il18r1
Khdrbs1	Khdrbs1
Anxa2	Anxa2
Uap1l1	Uap1l1
Nop2	Nop2
Babam2	Babam2
Zbp1	Zbp1
Tmed9	Tmed9
Tbx18	Tbx18
Llgl2	Llgl2
Rnasel	
Rgs5	Rgs5
Slc5a8	Slc5a8
4930430F08Rik	4930430F08Rik
Noc3l	Noc3l
Olfr54	
Pdk1	
Ctnna2	Ctnna2
Lman2	Lman2
Lemd3	Lemd3
Ccs	Ccs
Rnh1	Rnh1
Abhd3	Abhd3
Tas2r130	Tas2r19
Adora1	Adora1
Coro7	Coro7
Cga	Cga
Gnb5	Gnb5
Zfp850	
Plek	Plek
Napb	Napb
Polr2k	Polr2k
Apold1	Apold1
Etl4	Etl4
Pnldc1	Pnldc1
9530053A07Rik	9530053A07Rik
Abhd17a	Abhd17a
Endog	Endog
Klhl36	Klhl36
Prss29	Prss29
Tbc1d5	Tbc1d5
Pcdhgc3	Pcdhgc3
Ccdc85a	Ccdc85a
Gjb4	Gjb4
Hacd1	Hacd1
Lims2	Lims2
Npy1r	Npy1r
Gigyf2	Gigyf2
Papola	Papola
Abcc3	Abcc3
Tbxa2r	Tbxa2r
Mfsd11	Mfsd11
Spg7	Spg7
Sult1e1	Sult1e1
Tdp1	Tdp1
Apool	Apool
Nrbf2	Nrbf2
Arpc2	Arpc2
Fcgr4	Fcgr4
Vangl1	Vangl1
Zyg11b	Zyg11b
Mms22l	Mms22l
Yju2	Yju2
Asb1	Asb1
Npc1l1	Npc1l1
Zbtb14	Zbtb14
Cd302	Cd302
Ap3m1	Ap3m1
Ubox5	Ubox5
Sh3rf3	Sh3rf3
Slc33a1	Slc33a1
Tmem80	Tmem80
Stub1	Stub1
Adgrf3	Adgrf3
Scara3	Scara3
Mia	
Npy5r	Npy5r
Tfb2m	Tfb2m
Dnah11	Dnah11
Ttc30b	
Pex19	Pex19
Rps10	Rps10
Dele1	Dele1
Phlpp2	Phlpp2
Slc26a2	Slc26a2
Zfp365	Zfp365
Parp11	Parp11
Rabac1	Rabac1
Prnp	Prnp
Aqp4	Aqp4
Gimap4	Gimap4
Nup54	Nup54
Bmt2	Bmt2
P2rx4	P2rx4
Eea1	Eea1
Rgs17	Rgs17
4430402I18Rik	4430402I18Rik
Pcdhac1	Pcdhac1
Mars	Mars
Mup3	
Lrrc4	Lrrc4
Raf1	Raf1
Maz	
Nr1h4	Nr1h4
Olfr750	Olfr750
Trim34a	
BC051665	
Setd5	Setd5
4930505A04Rik	4930505A04Rik
Fam13c	Fam13c
Cyp39a1	Cyp39a1
Pamr1	Pamr1
Atp13a4	Atp13a4
Ythdc2	Ythdc2
Cdo1	Cdo1
Tomm7	Tomm7
Gsdmc4	
Emx1	Emx1
Mfsd3	Mfsd3
Birc5	
Rint1	Rint1
Exosc7	Exosc7
Stag3	Stag3
Mbl1	Mbl1
0610012G03Rik	0610012G03Rik
Ubap1	Ubap1
Tmem9b	Tmem9b
Rnf125	Rnf125
Scarb1	Scarb1
Otud7b	Otud7b
Fbxo15	Fbxo15
Clint1	Clint1
Dennd4a	
Mindy1	Mindy1
Celsr1	Celsr1
Pex2	Pex2
Nop56	
Palld	
Dpp4	Dpp4
Arhgef38	
Map3k2	Map3k2
Scn3a	Scn3a
Cers4	Cers4
1700011L22Rik	1700011L22Rik
Dbp	Dbp
E2f7	E2f7
Cox5a	Cox5a
Zfp280c	Zfp280c
Zbtb25	
Fth1	
Mical1	Mical1
Ankib1	Ankib1
Spef2	Spef2
Dnmt3b	
Rab3a	Rab3a
March3	March3
Calb1	Calb1
Slc22a7	Slc22a7
Morn4	Morn4
Qser1	Qser1
Neurod1	Neurod1
Rbm44	Rbm44
B3gnt7	B3gnt7
Ssxb5	
Map2k4	Map2k4
Kcnj12	Kcnj12
Popdc2	Popdc2
Nt5c	Nt5c
Fbxw18	
Prr15	Prr15
Prcd	Prcd
Hltf	Hltf
Gm36028	Gm36028
L3mbtl1	L3mbtl1
Asic5	Asic5
Cc2d1b	Cc2d1b
Hdac11	Hdac11
Ythdc1	Ythdc1
Btg1-ps2	
Igf2	Igf2
Ehd2	Ehd2
Gm14137	Gm14137
Trim10	Trim10
Ubash3a	Ubash3a
Dand5	Dand5
Inca1	Inca1
Dmbx1	Dmbx1
Htr5b	Htr5b
Me3	Me3
Tmem116	
Extl2	Extl2
Tmcc3	Tmcc3
Pgrmc1	Pgrmc1
Ndufc1	Ndufc1
Clic1	Clic1
Atp6v1e1	Atp6v1e1
Cript	Cript
Myc	Myc
Foxe1	
Wfdc11	Wfdc11
Eef1g	Eef1g
Fuom	Fuom
Trappc1	Trappc1
Cilp	Cilp
Mat1a	Mat1a
Scd3	Scd3
Abcc5	Abcc5
Nemp2	Nemp2
Etv6	Etv6
Kctd2	Kctd2
Trmt10b	Trmt10b
Nol7	Nol7
Prok1	Prok1
Ttf2	Ttf2
Mup11	
Ints9	Ints9
Timm13	Timm13
Vsir	Vsir
Slfn9	
Zc3h12a	Zc3h12a
Tmem88b	Tmem88b
Cdkn2d	Cdkn2d
Nudt19	Nudt19
Tcte1	Tcte1
Ldhc	Ldhc
Rbfox1	Rbfox1
Trim27	Trim27
Kif13b	Kif13b
Slc35b3	Slc35b3
Mtcp1	Mtcp1
Bola3	Bola3
Styxl1	
Kansl1	Kansl1
Slc35a2	Slc35a2
Slc27a6	Slc27a6
Gm38392	
S100pbp	S100pbp
Itga11	Itga11
Defa36	
Vmn2r53	
Ankrd39	Ankrd39
Defa2	
Mtss1	Mtss1
Ubxn1	Ubxn1
Taf1	Taf1
Scrg1	Scrg1
Cbx7	Cbx7
Adrb1	Adrb1
Card14	Card14
Mdk	Mdk
Fam124a	Fam124a
Hdhd5	Hdhd5
Dlg1	Dlg1
Gpa33	Gpa33
Lrrc40	Lrrc40
Ccdc24	Ccdc24
Mpp2	Mpp2
Bbox1	Bbox1
Plppr1	Plppr1
Tiam1	Tiam1
Ip6k1	Ip6k1
Gpr22	Gpr22
A930017K11Rik	A930017K11Rik
Cyb5d2	Cyb5d2
D930020B18Rik	D930020B18Rik
Jpt2	Jpt2
Srpx2	Srpx2
Cops6	Cops6
Cobll1	
Mboat1	Mboat1
Sptbn2	Sptbn2
Eno2	Eno2
Haus6	Haus6
Pcnx	Pcnx
Arhgef3	Arhgef3
Htr2b	Htr2b
Krit1	Krit1
Dync2li1	Dync2li1
Bpifa3	Bpifa3
Baat	Baat
Grxcr1	Grxcr1
Pla2g4d	Pla2g4d
Gm21320	
Pde6d	Pde6d
Grk4	Grk4
Syde1	Syde1
Nfib	Nfib
Ncoa7	
Bend4	Bend4
Atp6v1g3	Atp6v1g3
Psmd14	Psmd14
Slc15a5	
Lsm3	Lsm3
Atp1a2	Atp1a2
Wsb1	Wsb1
Ablim2	Ablim2
Tmf1	Tmf1
Cyp2a22	
Ttc37	Ttc37
Sgsh	Sgsh
Igsf3	Igsf3
Gm10320	
Camk1d	Camk1d
Sptlc1	Sptlc1
Uqcrc1	Uqcrc1
Rassf9	Rassf9
Pla2g7	Pla2g7
Tdrd9	Tdrd9
Defb1	Defb1
Purb	Purb
Tfap2c	Tfap2c
Btbd3	Btbd3
Laptm4a	Laptm4a
Micu3	Micu3
Tnfaip3	
Dnase1	Dnase1
Hist1h2ad	
Mea1	Mea1
Pdzd11	Pdzd11
Lpar4	Lpar4
Pmm1	Pmm1
Krtdap	Krtdap
Cachd1	Cachd1
Tent4b	
Chd5	Chd5
Lax1	Lax1
Zfp647	Zfp647
Ing2	Ing2
Lcn9	Lcn9
Egln2	Egln2
Bpifb5	Bpifb5
Asgr2	Asgr2
B3gntl1	B3gntl1
Nfia	Nfia
Zfp26	Zfp26
Arfgef1	Arfgef1
Aqr	Aqr
BC005537	BC005537
Tsc22d2	
Tcf23	Tcf23
Cdhr2	Cdhr2
Lman2l	Lman2l
Rax	Rax
Tssk3	Tssk3
Slc25a16	Slc25a16
Btf3	Btf3
Fbl	Fbl
Gamt	Gamt
Npas1	Npas1
Btbd8	
Shisa3	Shisa3
Naaladl2	Naaladl2
Fancm	Fancm
Prss39	Prss39
Lhx1	Lhx1
Psrc1	Psrc1
Stxbp4	Stxbp4
Upf3a	Upf3a
Pdhx	Pdhx
Srsf12	Srsf12
Apcdd1	Apcdd1
Crygf	
Smox	Smox
Stap1	Stap1
Btbd1	Btbd1
Ano10	Ano10
Rab19	Rab19
Rad21	Rad21
Eef2k	Eef2k
Nqo1	Nqo1
Rsph4a	Rsph4a
Grb14	Grb14
Srrt	Srrt
Unc5b	Unc5b
Msantd2	Msantd2
Ticrr	
Tvp23b	Tvp23b
Clspn	Clspn
Btnl9	Btnl9
Slc25a2	Slc25a2
Cpsf1	Cpsf1
Colq	Colq
Cul3	Cul3
Smpdl3b	Smpdl3b
Lcn11	Lcn11
Rasl2-9	
Mitd1	Mitd1
Cables2	Cables2
Calm2	
Klhl38	Klhl38
Apobec4	Apobec4
Rb1	Rb1
Cdk6	Cdk6
Fbxo24	Fbxo24
Spata24	Spata24
Bcl7c	Bcl7c
Kcng1	Kcng1
Sh3rf1	Sh3rf1
Slc26a1	Slc26a1
Kirrel3	Kirrel3
Zc3h14	Zc3h14
Inha	Inha
Ropn1l	Ropn1l
Ifnb1	Ifnb1
Epdr1	Epdr1
Mrpl43	Mrpl43
Klhl8	
Cd164l2	Cd164l2
Ston2	Ston2
Dis3l2	Dis3l2
Brap	Brap
Cgas	Cgas
Trex2	Trex2
Styx	
Prrg4	Prrg4
Gm45261	Gm45261
Tmem255a	Tmem255a
Rnf144a	Rnf144a
Vta1	Vta1
Pcgf1	Pcgf1
Atp5h	Atp5h
Bag2	Bag2
Tmem160	Tmem160
Zdhhc19	Zdhhc19
Cd14	Cd14
Zswim7	Zswim7
Slc36a2	Slc36a2
Klf15	Klf15
Gm21973	
Brpf3	
Prr27	Prr27
Ccdc40	Ccdc40
Ltf	Ltf
Pcsk6	Pcsk6
Tceal1	Tceal1
Gcc1	Gcc1
Pja2	Pja2
Sprr1a	Sprr1a
Bpifc	Bpifc
Pdzd2	
Msh2	Msh2
Rab6b	Rab6b
Dnah7b	
Mrm1	Mrm1
Ccdc102a	Ccdc102a
Odf2l	Odf2l
Gnrh1	Gnrh1
Wfdc2	
Cpq	Cpq
AC133103.3	
E230025N22Rik	E230025N22Rik
Snx13	Snx13
Rpl34	
Nps	Nps
Kdm5c	Kdm5c
Olfr116	
Ube2k	Ube2k
Prex1	Prex1
Cfc1	Cfc1
Atp23	Atp23
Prkar1a	Prkar1a
Trmt11	Trmt11
Cenpa	Cenpa
Pdap1	Pdap1
Lair1	
Ppp1r42	Ppp1r42
Slc9a8	Slc9a8
Pofut1	Pofut1
Uba2	Uba2
Secisbp2l	Secisbp2l
Fuz	Fuz
Spon1	Spon1
Aldh5a1	Aldh5a1
Pex7	Pex7
Gm44805	
Rapgef4	Rapgef4
Oxnad1	Oxnad1
Ripk3	Ripk3
Tlr3	
Defa5	
Ganc	Ganc
Prpf4b	Prpf4b
Satb1	Satb1
Ccdc77	Ccdc77
Pop7	Pop7
Ryr3	Ryr3
Coq8a	Coq8a
Syt6	Syt6
Ranbp9	Ranbp9
Rpl13a	
Ormdl2	Ormdl2
1700125H20Rik	1700125H20Rik
Tas2r119	Tas2r17
Prelid2	Prelid2
1600002K03Rik	1600002K03Rik
Tmem161a	Tmem161a
Ccm2l	
Sf3a3	Sf3a3
Tceal9	Tceal9
Klrb1c	
Bex2	
Usp14	Usp14
Gemin5	Gemin5
Pigyl	Pigyl
Sept2	
Npvf	Npvf
Snca	Snca
Cux1	
Gm6592	
Slc30a7	Slc30a7
Ovgp1	Ovgp1
Mkl2	Mkl2
Pate3	Pate3
Zbtb20	Zbtb20
Bbip1	Bbip1
Hnf1b	Hnf1b
Atg2b	Atg2b
Hmg20b	Hmg20b
Ccdc82	Ccdc82
Sox8	Sox8
Tfcp2	Tfcp2
Klhl31	Klhl31
Fn3krp	Fn3krp
Tfam	Tfam
Mmel1	Mmel1
Cyp2a12	
Ubl7	Ubl7
Fam206a	Fam206a
Rnps1	Rnps1
Fntb	Fntb
B4galnt4	B4galnt4
Cand1	Cand1
Olfm2	Olfm2
Cct8	Cct8
Nsun4	Nsun4
Sumo2	Sumo2
Relch	Relch
Dvl1	Dvl1
Nrbp2	Nrbp2
Eno4	Eno4
Psmg1	Psmg1
Pitx3	Pitx3
Hectd2	Hectd2
Tube1	Tube1
Myh1	Myh1
Ubap2l	Ubap2l
Retreg2	Retreg2
Rasl12	Rasl12
Abcb8	Abcb8
Rgcc	Rgcc
Trpv2	Trpv2
Tecpr2	Tecpr2
Zfyve21	Zfyve21
Atp5b	Atp5b
Pde6g	Pde6g
Tep1	Tep1
Try4	
Bcap29	Bcap29
Neu4	Neu4
Atl2	Atl2
Frmpd3	Frmpd3
Prm3	Prm3
Actrt1	Actrt1
Esm1	Esm1
Fan1	Fan1
Naa38	Naa38
Tmem270	Tmem270
Abcc2	Abcc2
Olfr350	Olfr350
Atrnl1	Atrnl1
Cd276	Cd276
Fam50a	Fam50a
Zap70	Zap70
Snap47	Snap47
Zfp64	Zfp64
Tecr	Tecr
Ric8b	Ric8b
Kpna3	Kpna3
Fam131b	Fam131b
Rbfox2	Rbfox2
Bud23	Bud23
Map4k3	Map4k3
Catsperz	Catsperz
Map7	Map7
Sh3d19	Sh3d19
Rpusd3	Rpusd3
Dab2ip	Dab2ip
S100a6	S100a6
Tppp2	Tppp2
Spsb3	Spsb3
Lrriq4	Lrriq4
Nfkbib	Nfkbib
Bend3	Bend3
Stil	Stil
Plin5	Plin5
Acox3	Acox3
Pcdhga5	Pcdhga5
Baz1b	Baz1b
Cerkl	
Prss16	Prss16
Rps11	
Ppp2r1b	Ppp2r1b
Fbxl20	Fbxl20
Ttc25	Ttc25
Lzts3	Lzts3
Ptprk	Ptprk
Jarid2	Jarid2
Tas2r118	Tas2r16
Kpna1	Kpna1
Tbx22	Tbx22
Lyve1	Lyve1
Baalc	Baalc
Flt1	Flt1
Tm9sf1	
Erfe	Erfe
Map7d1	Map7d1
Rad23b	Rad23b
Moxd2	Moxd2
Cotl1	Cotl1
Mink1	Mink1
Pcyt2	Pcyt2
4930539E08Rik	4930539E08Rik
Garem1	Garem1
Gm43720	
Catsperg2	
Socs5	Socs5
Gpr34	Gpr34
Cybrd1	Cybrd1
Cog4	Cog4
Fshr	Fshr
Dnajb1	Dnajb1
Slc25a33	Slc25a33
Upf1	Upf1
Tmem109	Tmem109
Serpina1d	
Cxcl5	Cxcl5
Cbll1	Cbll1
Zfp362	Zfp362
Nolc1	Nolc1
Gabra2	Gabra2
Sacs	
Plau	Plau
Hoxc11	Hoxc11
Ciao2b	Ciao2b
Pou1f1	Pou1f1
Snx21	Snx21
Tox4	Tox4
Nedd4l	Nedd4l
Ciapin1	Ciapin1
Txn1	Txn1
Shoc2	Shoc2
Wdhd1	Wdhd1
Gm49318	Gm49318
Sult5a1	Sult5a1
Catsperg1	
St8sia1	St8sia1
Tll2	Tll2
Cdk13	Cdk13
Gtf2f1	Gtf2f1
Acvr2a	Acvr2a
Rbm15b	Rbm15b
Cfap73	Cfap73
Cryzl2	Cryzl2
Klk1b9	
Csnk1e	Csnk1e
Lancl2	Lancl2
Prg3	Prg3
Rsph10b	Rsph10b
Nos3	Nos3
Pkn2	Pkn2
Psmd1	Psmd1
Tnni2	Tnni2
Sgpl1	Sgpl1
Psmb10	Psmb10
1700016H13Rik	1700016H13Rik
Tbx6	Tbx6
Sh2d1a	Sh2d1a
Il17rd	Il17rd
Fam178b	Fam178b
Mup8	
Lexm	Lexm
Strc	Strc
Pjvk	Pjvk
Tnnt2	Tnnt2
Nutm1	Nutm1
Tnfrsf1a	Tnfrsf1a
Ceacam2	
Pde11a	Pde11a
Apobec1	Apobec1
Unc13d	Unc13d
Gm614	Gm614
Cfap52	Cfap52
Trbc2	
Lrfn1	Lrfn1
Plekha3	Plekha3
Kcnn1	Kcnn1
Zfp13	Zfp13
Gm20425	
N4bp2l2	
Stox1	Stox1
Cryaa	Cryaa
Ntmt1	Ntmt1
Klk1b26	
Ndufb8	Ndufb8
Mrps34	Mrps34
Srrm4	Srrm4
Uimc1	Uimc1
Aadacl4	Aadacl4
Slc22a23	Slc22a23
Camk2n2	Camk2n2
Stc1	Stc1
C1ql1	C1ql1
Slc9b1	Slc9b1
Aff2	Aff2
Alox12b	Alox12b
Smg8	Smg8
Daglb	Daglb
Ptprh	Ptprh
Tbcd	Tbcd
Mug1	
Wdr47	Wdr47
Olfr106-ps	
Col4a5	Col4a5
Rsbn1	Rsbn1
Klk1b11	
Tekt1	Tekt1
Qtrt2	Qtrt2
Adamts5	Adamts5
Insyn1	Insyn1
Bsdc1	
Rad23a	Rad23a
Ust	Ust
Trip4	Trip4
Lig3	Lig3
P2ry6	P2ry6
Serpinb3d	
Serp1	Serp1
Pik3cg	Pik3cg
Gck	Gck
Chchd6	Chchd6
Spata7	Spata7
Anks1b	
Defa26	
Esf1	
Psen2	Psen2
Olfr800	
Gm609	
Nipal2	Nipal2
Cyp2c66	
Rnpepl1	Rnpepl1
Cacul1	Cacul1
Tas2r129	Tas2r12
Bora	Bora
Fuk	Fuk
Fbxw9	
Onecut2	Onecut2
Echs1	Echs1
Gpr19	Gpr19
Srcin1	Srcin1
Coq5	Coq5
Cckar	Cckar
Fes	
Syk	Syk
Usp46	Usp46
Wrnip1	Wrnip1
Exoc2	
Tmem176b	Tmem176b
Eif1	Eif1
Abat	Abat
Lpar6	Lpar6
Ptma	Ptma
Mtmr4	
Tusc3	Tusc3
Hnrnpab	Hnrnpab
Npffr1	Npffr1
Sirt2	Sirt2
Hnrnph2	Hnrnph2
Ipo4	Ipo4
E4f1	E4f1
Ms4a13	Ms4a13
Trp53inp1	
Tbc1d14	Tbc1d14
Mrps25	Mrps25
D430042O09Rik	D430042O09Rik
Gcn1l1	Gcn1l1
AI597479	AI597479
Wnt10a	Wnt10a
Nelfa	Nelfa
Ndufb7	Ndufb7
Smug1	Smug1
Kctd5	Kctd5
D10Jhu81e	D10Jhu81e
Ddah1	Ddah1
Abca9	Abca9
Ubl4a	Ubl4a
Rad54l	Rad54l
Bpifb9b	
Synpo2l	Synpo2l
Ep400	Ep400
Sptbn1	Sptbn1
Nudt9	Nudt9
Serinc2	
Prss50	Prss50
Borcs8	Borcs8
Mtg2	Mtg2
Invs	Invs
Phldb3	Phldb3
Krt42	Krt42
Yes1	Yes1
Prdm5	Prdm5
Camkmt	Camkmt
Wdr35	Wdr35
Ephx2	Ephx2
2810408A11Rik	2810408A11Rik
Sf3b3	Sf3b3
Cped1	Cped1
Med11	Med11
Ppp1r15a	
Ift57	Ift57
Mif4gd	Mif4gd
Nlrp9c	
Vstm4	Vstm4
Ubd	Ubd
Lrrc29	Lrrc29
Top3a	
Klrg1	Klrg1
Neurl1b	Neurl1b
Crygn	Crygn
Nxph3	Nxph3
Frrs1	Frrs1
Pde1a	Pde1a
Zfp637	Zfp637
Ube2e1	Ube2e1
F3	F3
Eid3	Eid3
Ski	Ski
Sh3gl3	Sh3gl3
Akp3	Akp3
AW554918	AW554918
Rpl27	Rpl27
Ier3ip1	Ier3ip1
Tm9sf4	Tm9sf4
Mical2	Mical2
Twsg1	Twsg1
Pih1d1	Pih1d1
Arhgef28	Arhgef28
Mlip	
Mpv17l	Mpv17l
Prrt4	Prrt4
Fxyd7	Fxyd7
Cdhr5	Cdhr5
Clcn2	Clcn2
Ankrd6	Ankrd6
Ino80e	Ino80e
Gm14459	
Mpg	Mpg
Gabra1	Gabra1
Esrp2	Esrp2
Afmid	Afmid
Dclk2	Dclk2
Krtap12-1	
Gpr155	Gpr155
Hcn4	Hcn4
Mfsd4a	Mfsd4a
Kcnk3	Kcnk3
Hnf1a	Hnf1a
1700017N19Rik	1700017N19Rik
Ndrg4	Ndrg4
Ubr4	Ubr4
Smco4	Smco4
Gm7298	
Dph1	Dph1
Car5a	Car5a
Ccdc93	
Snrpd1	Snrpd1
Slc26a4	Slc26a4
U2af1	U2af1
Serpina1b	
Faxc	Faxc
Rpl18a	Rpl18a
Golgb1	Golgb1
Col11a2	Col11a2
Mlxipl	Mlxipl
Ppp1r16b	Ppp1r16b
Tmem245	Tmem245
Veph1	Veph1
Olfr596	
Vipas39	Vipas39
Enox1	Enox1
Ergic1	Ergic1
Gm49320	
Rpf1	Rpf1
Sfn	Sfn
Usp47	Usp47
B4galt7	B4galt7
Ccdc17	Ccdc17
Lrg1	Lrg1
Desi2	Desi2
Atf1	Atf1
Eno1b	
Srm	Srm
Enpp2	Enpp2
Maml3	Maml3
Kpnb1	Kpnb1
Tspan32	Tspan32
Trpc6	Trpc6
1700001K19Rik	1700001K19Rik
Nkd1	Nkd1
Dnajc18	Dnajc18
Agr2	Agr2
Fnd3c2	
Ghdc	Ghdc
Fbxo27	Fbxo27
Arhgap45	Arhgap45
Pdcd4	Pdcd4
Spns3	Spns3
Calcoco2	
Kif1b	Kif1b
AF366264	
Tmem178b	Tmem178b
Lyg1	Lyg1
Tbrg1	Tbrg1
Rhbdl1	Rhbdl1
Prdm12	Prdm12
Mpdz	Mpdz
Nmrk2	Nmrk2
Sdhc	Sdhc
Olfr457	
Myo18a	Myo18a
