Gene name	Chicken gene name
Fbxo15	FBXO15
Fbxo18	FBXO18
Fbxo2	FBXO2
Fbxo21	FBXO21
Fbxo22	FBXO22
Fbxo25	FBXO25
Fbxo28	FBXO28
Fbxo3	FBXO3
Fbxo30	FBXO30
Fbxo31	FBXO31
Fbxo32	FBXO32
Fbxo33	FBXO33
Fbxo34	FBXO34
Fbxo38	FBXO38
Fbxo39	FBXO39
Fbxo4	FBXO4
Fbxo40	FBXO40
Fbxo41	FBXO41
Fbxo42	FBXO42
Fbxo43	FBXO43
Fbxo47	FBXO47
Fbxo48	FBXO48
Fbxo7	FBXO7
Fbxo8	FBXO8
Fbxo9	FBXO9
Fbxw11	FBXW11
Fbxw2	FBXW2
Fbxw4	FBXW4
Fbxw5	FBXW5
Fbxw7	FBXW7
Fbxw8	FBXW8
Fcf1	FCF1
Fchsd1	FCHSD1
Fchsd2	FCHSD2
Fdft1	FDFT1
Fdx1	FDX1
Fdxacb1	FDXACB1
Fdxr	FDXR
Fech	FECH
4931440F15Rik	FEM1A
Fem1a	FEM1A
Fem1b	FEM1B
Fem1c	FEM1C
Fen1	FEN1
Fer	FER
Fer1l6	FER1L6
Ferd3l	FERD3L
Fermt1	FERMT1
Fermt2	FERMT2
Fes	FES
Fetub	FETUB
Fev	FEV
Fez1	FEZ1
Fez2	FEZ2
Fezf1	FEZF1
Fezf2	FEZF2
Ffar4	FFAR4
Fga	FGA
Fgb	FGB
Fgd3	FGD3
Fgd4	FGD4
Fgd5	FGD5
Fgd6	FGD6
Fgf1	FGF1
Fgf10	FGF10
Fgf12	FGF12
Fgf13	FGF13
Fgf14	FGF14
Fgf16	Fgf16
Fgf18	FGF-18
Fgf15	FGF19
Fgf20	FGF20
Fgf22	FGF22
Fgf23	FGF23
Fgf3	FGF3
Fgf4	FGF4
Fgf6	FGF6
Fgf7	Fgf7
Fgf8	FGF8
Fgf9	FGF9
Fgfbp1	FGFBP1
Fgfr1	FGFR1
Fgfr1op	FGFR1OP
Fgfr1op2	FGFR1OP2
Fgfr2	FGFR2
Fgfr3	FGFR3
Fgfr4	FGFR4
Fgfrl1	FGFRL1
Fgg	FGG
Fggy	FGGY
Fgl1	FGL1
Fgl2	FGL2
Fh1	FH
Fhad1	FHAD1
Fhdc1	FHDC1
Fhit	FHIT
Fhl4	FHL1
Fhl1	FHL1
Fhl2	FHL2
Fhl3	FHL3
Fhl5	FHL5
Fhod1	FHOD1
Fhod3	FHOD3
Fibin	FIBIN
Ficd	FICD
Fig4	FIG4
Fign	FIGN
Fignl2	FIGNL2
Filip1	FILIP1
Filip1l	FILIP1L
Fitm2	FITM2
Fjx1	FJX1
Fkbp10	FKBP10
Fkbp11	FKBP11
Fkbp1a	FKBP12
Fkbp1b	FKBP12.6
Fkbp14	FKBP14
Fkbp15	FKBP15
Fkbp3	FKBP3
Fkbp4	FKBP4
Fkbp5	FKBP5
Fkbp6	FKBP6
Fkbp7	FKBP7
Fkbp8	FKBP8
Fkbp9	FKBP9
Fktn	FKTN
Flad1	FLAD1
Fli1	FLI1
Flii	FLII
Flnb	FLNB
Flot2	FLOT2
Flrt2	FLRT2
Flrt3	FLRT3
Flt1	FLT1
Flt3	FLT3
Flt4	FLT4
Mfsd7b	FLVCR1
Mfsd7c	FLVCR2
Fmc1	FMC1
Fmn1	FMN1
Fmn2	FMN2
Fmnl2	FMNL2
Fmo6	FMO3
Fmo3	FMO3
Fmo4	FMO4
Fmod	FMOD
Fmr1	FMR1
Fn1	FN1
Fn3k	FN3K
Fn3krp	FN3KRP
Fnbp1	FNBP1
Fnbp1l	FNBP1L
Fnbp4	FNBP4
Fndc1	FNDC1
Fndc10	FNDC10
Fndc3a	FNDC3A
Fndc3b	FNDC3B
Fndc4	fndc4
Fndc5	FNDC5
Fndc7	FNDC7
Fndc9	FNDC9
Fnip1	FNIP1
Fnip2	FNIP2
Fnta	FNTA
Focad	FOCAD
Folh1	FOLH1
Fopnl	FOPNL
Fos	FOS
Fosb	FOSB
Fosl2	FOSL2
Foxa1	FOXA1
Foxa2	FOXA2
Foxb1	FOXB1
Foxb2	FOXB2
Foxe3	FOXE3
Foxf1	FOXF1
Foxf2	FOXF2
Gm43517	FOXG1
Foxg1	FOXG1
Foxi1	FOXI1
Foxi3	FOXI3
Foxj1	FOXJ1
Foxj2	FOXJ2
Foxk1	FOXK1
Foxk2	FOXK2
Foxl2	FOXL2
Foxn1	FOXN1
Foxn2	FOXN2
Foxn3	FOXN3
Foxn4	FoxN4
Foxo1	FOXO1
Foxo3	FOXO3
Foxo4	FOXO4
Foxp1	FOXP1
Foxp2	FOXP2
Foxp4	FOXP4
Foxred1	FOXRED1
Foxred2	FOXRED2
Ptgfr	FP
Fpgs	FPGS
Fpgt	FPGT
Fra10ac1	FRA10AC1
Fras1	FRAS1
Frem1	FREM1
Frem2	FREM2
Frk	FRK
Frmd3	FRMD3
Frmd4a	FRMD4A
Frmd4b	FRMD4B
Frmd5	FRMD5
Frmd6	FRMD6
Frmd7	FRMD7
Frmpd1	FRMPD1
Frmpd4	FRMPD4
Frrs1	FRRS1
Frrs1l	FRRS1L
Frs2	FRS2
Fry	FRY
Fryl	FRYL
Frzb	FRZB
Fscn1	FSCN1
Fscn2	FSCN2
Fsd1l	FSD1L
Fshb	FSHB
Fshr	FSHR
Fsip1	FSIP1
Fst	FST
Fstl1	FSTL1
Fstl3	FSTL3
Fstl4	FSTL4
Fstl5	FSTL5
Ftcd	FTCD
Fth1	FTH1
Fto	FTO
Ftsj3	FTSJ3
Fubp1	FUBP1
Fubp3	FUBP3
Fuca1	FUCA1
Fuca2	FUCA2
Fuk	FUK
Fundc1	FUNDC1
1700034I23Rik	FUNDC2
Fundc2	FUNDC2
Furin	FURIN
Fus	FUS
Fut10	FUT10
Fut11	FUT11
Fut8	FUT8
Fxn	FXN
Fxr1	FXR1
Fxyd2	FXYD2
Fyb	FYB
Fyco1	FYCO1
Fyn	FYN
Fyttd1	FYTTD1
Fzd1	FZD1
Fzd2	FZD2
Fzd3	FZD3
Fzd4	FZD4
Fzd5	FZD5
Fzd6	FZD6
Fzd7	FZD7
Fzd8	FZD8
Fzd9	FZD9
Fzr1	FZR1
G0s2	G0S2
G2e3	G2E3
G3bp1	G3BP1
G3bp2	G3BP2
G6pc	G6PC
G6pc2	G6PC2
G6pc3	G6PC3
Gaa	GAA
Gab1	GAB1
Gab3	GAB3
Gabarap	GABARAP
Gabarapl1	GABARAPL1
Gabarapl2	GABARAPL2
Gabbr2	GABBR2
Gabpa	GABPA
Gabpb1	GABPB1
Gabpb2	GABPB2
Gabra1	GABRA1
Gabra2	GABRA2
Gabra3	GABRA3
Gabra4	GABRA4
Gabra5	GABRA5
Gabra6	GABRA6
Gabrb2	GABRB2
Gabrb3	GABRB3
Gabrd	GABRD
Gabre	GABRE
Gabrg1	GABRG1
Gabrg2	GABRG2
Gabrp	GABRP
Gabrr1	GABRR1
Gabrr2	GABRR2
Gabrr3	GABRR3
Gad2	GAD2
Gad1	GAD67
Gadd45a	GADD45A
Gadd45b	GADD45B
Gadd45g	GADD45G
Gadl1	GADL1
Gak	GAK
Gal	GAL
Gal3st1	GAL3ST1
Gal3st2	GAL3ST2
Gm9994	GAL3ST2
Gm6086	GAL3ST2
Galc	GALC
Gale	GALE
Galk1	GALK1
Galk2	GALK2
Galm	GALM
Galns	GALNS
Galnt1	GALNT1
Galnt10	GALNT10
Galnt11	GALNT11
Galnt12	GALNT12
Galnt13	GALNT13
Galnt14	GALNT14
Galnt15	GALNT15
Galnt16	GALNT16
Galnt18	GALNT18
Galnt2	GALNT2
Gm20388	GALNT2
Galnt3	GALNT3
Galnt6	GALNT6
Galnt7	GALNT7
Galnt9	GALNT9
Galntl6	GALNTL6
Gnai3	Galphai3
Galr1	GALR1
Galr2	GALR2
Galt	GALT
Gamt	GAMT
Gan	GAN
Ganc	GANC
Gap43	GAP43
Gm10358	GAPDH
Gm3839	GAPDH
Gm12117	GAPDH
Gm15294	GAPDH
Gm11214	GAPDH
Gapdh	GAPDH
Gapvd1	GAPVD1
Gar1	GAR1
Garem1	GAREM1
Garnl3	GARNL3
Gars	GARS
Gart	GART
Gas2	GAS2
Gas2l1	GAS2L1
Gas2l3	GAS2L3
Yeats4	GAS41
Gas6	GAS6
Gas7	GAS7
Gas8	GAS8
Asz1	GASZ
Gata1	GATA1
Gata2	GATA2
Gata3	GATA3
Gata4	GATA4
Gata5	GATA5
Gatad1	GATAD1
Gatad2a	GATAD2A
Gatad2b	GATAD2B
Gatb	GATB
Gatm	GATM
Gba2	GBA2
Gbe1	GBE1
Gbf1	GBF1
Gbgt1	GBGT1
Gbx1	Gbx-1
Gc	GC
Gcat	GCAT
Gcc1	GCC1
Gcc2	GCC2
Gcg	GCG
Gcgr	GCGR
Gch1	GCH1
Gchfr	GCHFR
Gclc	GCLC
Gcm1	GCM1
Gcm2	GCM2
Gcn1l1	GCN1
Gcnt1	GCNT1
Gcnt2	GCNT2
Gcnt3	GCNT3
Gcnt4	GCNT4
Gcnt7	GCNT7
Gcsh	GCSH
Gda	GDA
Gdap1	GDAP1
Gdap1l1	GDAP1L1
Gde1	GDE1
Gdf10	GDF10
Gdf11	GDF11
Gdf2	GDF2
Gdf5	GDF5
Gdf6	GDF6
Gdf9	GDF9
Gdi2	GDI2
Gdnf	GDNF
Gdpd1	GDPD1
Gdpd2	GDPD2
Gdpd4	GDPD4
Gdpgp1	GDPGP1
Gem	GEM
Gemin2	GEMIN2
Gemin4	GEMIN4
Gemin5	GEMIN5
Gemin6	GEMIN6
Gemin8	GEMIN8
Get4	GET4
Gfap	GFAP
Gfer	GFER
Gfi1	GFI1
Gfi1b	GFI1B
Gfm1	GFM1
Gfm2	GFM2
Gfod1	GFOD1
Gfod2	GFOD2
Gfpt1	GFPT1
Gfpt2	GFPT2
Gfra1	GFRA1
Gfra2	GFRA2
Gfra3	GFRA3
Gfral	GFRAL
Gga1	GGA1
Gga2	GGA2
Gga3	GGA3
Ggact	GGACT
Gm24111	gga-let-7a-1
Gm24111	gga-let-7a-2
Gm24111	gga-let-7a-3
Gm24111	gga-let-7c
Gm24111	gga-let-7j
Gm24111	gga-let-7k
Gm25641	gga-mir-9-1
Gm25641	gga-mir-9-2
Ccl26	GGCL1
Ccl24	GGCL1
Ggh	GGH
Ggnbp2	GGNBP2
Ggps1	GGPS1
Ggt5	GGT5
Ggt7	GGT7
Ghitm	GHITM
Ghrhr	GHRHR
Ghrl	GHRL
Ghsr	GHSR
Gid4	GID4
Gid8	GID8
Gif	GIF
Gigyf2	GIGYF2
Gimd1	GIMD1
Gin1	GIN1
Ginm1	GINM1
Gins1	GINS1
Gins2	GINS2
Gins3	GINS3
Gipc2	GIPC2
Gipc3	GIPC3
Gja1	GJA1
Gja10	GJA10
Gja3	GJA3
Gja4	GJA4
Gja8	GJA8
Gjb1	GJB1
Gjb3	GJB3
Gjc1	GJC1
Gjc2	GJC2
Gjd2	GJD2
Gjd4	GJD4
Gk5	GK5
Gkap1	GKAP1
Gkn2	GKN2
Gla	GLA
Glb1	GLB1
Glb1l	GLB1L
Glcci1	GLCCI1
Glce	GLCE
Gldc	GLDC
Gldn	GLDN
Gle1	GLE1
Glg1	GLG1
Gli1	GLI1
Gli2	GLI2
Gli3	GLI3
Glipr1	GLIPR1
Glipr2	GLIPR2
Glis2	GLIS2
Glis3	GLIS3
Glmn	GLMN
Glmp	GLMP
Glo1	GLO1
Glod4	GLOD4
Glod5	GLOD5
Glp1r	GLP1R
Glp2r	GLP2R
Glra1	GLRA1
Glra2	GLRA2
Glra3	GLRA3
Glra4	GLRA4
Glrb	GLRB
Glrx	GLRX
Glrx2	GLRX2
Glrx3	GLRX3
Glrx5	GLRX5
Gls	GLS
Glt1d1	GLT1D1
Glt8d1	GLT8D1
Glt8d2	GLT8D2
Gltp	GLTP
Glul	GLUL
Glyctk	GLYCTK
Glyr1	GLYR1
Gmeb1	GMEB1
Gmeb2	GMEB2
Gmfb	GMFB
Gmip	GMIP
Gmnc	GMNC
Gmnn	GMNN
Gmppb	GMPPB
Gmpr	GMPR
Gmps	GMPS
Gna11	GNA11
Gna13	GNA13
Gna14	GNA14
Gnai1	GNAI1
Gnai2	GNAI2
Gnal	GNAL
Gnao1	GNAO1
Gnaq	GNAQ
Gnat1	GNAT1
Gnat2	GNAT2
Gnat3	GNAT3
Gnaz	GNAZ
Gnb1	GNB1
Gnb1l	GNB1L
Rack1	GNB2L1
Gnb3	GNB3
Gnb4	GNB4
Gnb5	GNB5
Gne	GNE
Gng10	GNG10
Gng11	GNG11
Gng12	GNG12
Gng2	GNG2
Gng4	GNG4
Gng5	GNG5
Gng7	GNG7
Gngt2	GNGT2
Gnl2	GNL2
Gnl3	GNL3
Gnmt	GNMT
Gnpat	GNPAT
Gnpda1	GNPDA1
Gnpda2	GNPDA2
Gnpnat1	GNPNAT1
Gnptab	GNPTAB
Gnptg	GNPTG
Gnrh1	GnRH-I
Gns	GNS
Golga1	GOLGA1
Golga3	GOLGA3
Golga4	GOLGA4
Golga5	GOLGA5
Golga7	GOLGA7
Golga7b	GOLGA7B
Golgb1	GOLGB1
Golm1	GOLM1
Golt1b	GOLT1B
Gorab	GORAB
Gorasp1	GORASP1
Gorasp2	GORASP2
Gosr1	GOSR1
Got1	GOT1
Got2	GOT2
Gp1bb	GP1BB
Gp5	GP5
Gpa33	GPA33
Gpalpp1	GPALPP1
Gpam	GPAM
Gpat2	GPAT2
Gpat3	GPAT3
Gpat4	GPAT4
Gpatch1	GPATCH1
Gpatch11	GPATCH11
Gpatch2	GPATCH2
Gpatch2l	GPATCH2L
Gpatch3	GPATCH3
Gpatch8	GPATCH8
Gpbp1	GPBP1
Gpbp1l1	GPBP1L1
Gpc1	GPC1
Gpc3	GPC3
Gpc4	GPC4
Gpc5	GPC5
Gpc6	GPC6
Gpcpd1	GPCPD1
Gpd1l	GPD1L
Gpd2	GPD2
Gper1	GPER1
Gphb5	GPHB5
Gphn	GPHN
Gpi1	GPI
Gpm6a	GPM6A
Gpm6b	GPM6B
Gpn1	GPN1
Gpn2	GPN2
Gpn3	GPN3
Gpnmb	GPNMB
Gpr1	GPR1
Qrfpr	GPR103
C130060K24Rik	GPR103
Gpr107	GPR107
Gpr119	GPR119
Gpr12	GPR12
Gpr132	GPR132
Gpr137b	GPR137B
Gpr137c	GPR137C
Gpr139	GPR139
Gpr141	GPR141
Gpr142	GPR142
Gpr143	GPR143
Gpr146	GPR146
Gpr149	GPR149
Gpr155	GPR155
Gpr157	GPR157
Gpr158	GPR158
Gpr160	GPR160
Gpr161	GPR161
Gpr162	GPR162
Gpr17	GPR17
Gpr171	GPR171
Gpr174	GPR174
Gpr176	GPR176
Gpr18	GPR18
Gpr180	GPR180
Gpr182	GPR182
Gpr183	GPR183
Gpr19	GPR19
Gpr20	GPR20
Gpr26	GPR26
Gpr34	GPR34
Gpr37l1	GPR37L1
Gpr39	GPR39
Gpr55	GPR55
Gpr6	GPR6
Gpr61	GPR61
Gpr63	GPR63
Gpr65	GPR65
Gpr68	GPR68
Gpr75	GPR75
Gpr82	GPR82
Gpr83	GPR83
Gpr85	GPR85
Gpr87	GPR87
Gpr88	GPR88
Gprc5b	GPRC5B
Gprc5c	GPRC5C
Gprc6a	GPRC6A
Gps1	GPS1
Gpsm1	GPSM1
Gpsm2	GPSM2
Gpt2	GPT2
Gpx2	GPX2
Gpx5	GPX3
Gpx3	GPX3
Gpx6	GPX3
Gpx7	GPX7
Gpx8	GPX8
Gramd1b	GRAMD1B
Gramd1c	GRAMD1C
Gramd2	GRAMD2
Gramd3	GRAMD3
Grb10	GRB10
Grb14	GRB14
Grb2	GRB2
Grb7	GRB7
Greb1l	GREB1L
Grem1	GREM1
Grem2	GREM2
Grhl1	GRHL1
Grhl2	GRHL2
Grhl3	GRHL3
Grhpr	GRHPR
Gria1	GRIA1
Gria2	GRIA2
Gria3	GRIA3
Gria4	GRIA4
Grid1	GRID1
Grid2	GRID2
Grifin	GRIFIN
Grik1	GRIK1
Grik2	GRIK2
Grik3	GRIK3
Grik4	GRIK4
Grin1	GRIN1
Grin2a	GRIN2A
Grin2c	GRIN2C
Grin3a	GRIN3A
Grin3b	GRIN3B
Grip1	GRIP1
Grip2	GRIP2
Grk3	GRK3
Grk4	GRK4
Grk5	GRK5
Grk6	GRK6
Grm1	GRM1
Grm2	GRM2
Grm3	GRM3
Grm4	GRM4
Grm7	GRM7
Grm8	GRM8
Grp	GRP
Grpel1	GRPEL1
Grpel2	GRPEL2
Grpr	GRPR
Grtp1	GRTP1
Grxcr1	GRXCR1
Grxcr2	GRXCR2
Gsap	GSAP
Gsc	GSC
Gsc2	GSC2
Gsg1	GSG1
Gsg1l	GSG1L
Gsg1l2	GSG1L2
Gsk3b	GSK3B
Gskip	GSKIP
Gsn	GSN
Gsr	GSR
Gss	GSS
Gstcd	GSTCD
Gstk1	GSTK1
Gstz1	GSTZ1
Gsx1	GSX1
Gtdc1	GTDC1
Gtf2a1	GTF2A1
Gtf2a1l	GTF2A1L
Gtf2a2	GTF2A2
Gtf2b	GTF2B
Gtf2e1	GTF2E1
Gtf2e2	GTF2E2
Gtf2f2	GTF2F2
Gtf2h1	GTF2H1
Gtf2h3	GTF2H3
Gtf2h5	GTF2H5
Gtf2i	GTF2I
Gtf2ird1	GTF2IRD1
Gtf3a	GTF3A
Gtf3c1	GTF3C1
Gm29609	GTF3C2
Gtf3c2	GTF3C2
Gtf3c3	GTF3C3
Gtf3c4	GTF3C4
Gtf3c6	GTF3C6
Gtpbp1	GTPBP1
Gtpbp10	GTPBP10
Gtpbp4	GTPBP4
Gtpbp6	GTPBP6
Gtpbp8	GTPBP8
Gtse1	GTSE1
Gtsf1	GTSF1
Guca1a	GUCA1A
Guca1b	GUCA1B
Guca2a	GUCA2A
Gucd1	GUCD1
Gucy1a2	GUCY1A2
Gucy1a3	GUCY1A3
Gucy1b3	GUCY1B3
Gucy2c	GUCY2C
Guk1	GUK1
Gusb	GUSB
Gxylt1	GXYLT1
Gxylt2	GXYLT2
Gyg	GYG1
Gypc	GYPC
Gys2	GYS2
Gzma	GZMA
H1f0	H1F0
H1fx	H1FX
H2afv	H2AFV
H2afy	H2AFY
H2afy2	H2AFY2
H2afz	H2AFZ
Hist1h2bp	H2B-VII
Hist1h2bq	H2B-VII
Hist1h2br	H2B-VII
Hist1h2ba	H2B-VII
Hist3h2ba	H2B-VII
Hist1h2bc	H2B-VII
Hist2h2bb	H2B-VII
Hist1h2bp	H2B-VIII
Hist1h2bq	H2B-VIII
Hist1h2br	H2B-VIII
Hist1h2ba	H2B-VIII
Hist3h2ba	H2B-VIII
Hist1h2bc	H2B-VIII
Hist2h2bb	H2B-VIII
Haao	HAAO
Habp2	HABP2
Habp4	HABP4
Hacd1	HACD1
Hacd2	HACD2
Hacd3	HACD3
Hacd4	HACD4
Hace1	HACE1
Hacl1	HACL1
Hadh	HADH
Hadha	HADHA
Hadhb	HADHB
Hagh	HAGH
Haghl	HAGHL
Hes1	hairy1
Hal	HAL
Gm27265	Hammerhead_HH9
Hand1	HAND1
Hand2	HAND2
Hao1	HAO1
Hao2	HAO2
Hapln2	HAPLN2
Hapln3	HAPLN3
Hapln4	HAPLN4
Gm22842	HAR1A
Harbi1	HARBI1
Has2	HAS2
Has3	HAS3
Hat1	HAT1
Haus1	HAUS1
Haus2	HAUS2
Haus6	HAUS6
Haus8	HAUS8
Hba-a1	HBAA
Hbq1b	HBAA
Hba-a2	HBAA
Hbq1a	HBAA
Hbb-bt	HBE
Hbb-bs	HBE
Hbb-bh2	HBE
Hbb-bh1	HBE
Hbb-y	HBE
Hbegf	HBEGF
Hbp1	HBP1
Hbs1l	HBS1L
Hba-x	HBZ
Hccs	HCCS
Hcfc2	HCFC2
Hck	HCK
Hcls1	HCLS1
Hcn1	HCN1
Hcn2	HCN2
Hcn3	HCN3
Hcn4	HCN4
Hcrt	HCRT
Hcrtr2	HCRTR2
Hdac1	HDAC1
Gm10093	HDAC1
Hdac10	HDAC10
Hdac11	HDAC11
Hdac2	HDAC2
Hdac3	HDAC3
Hdac4	HDAC4
Hdac7	HDAC7
Hdac8	HDAC8
Hdac9	HDAC9
Hdc	HDC
Hddc2	HDDC2
Hdhd2	HDHD2
Hdhd3	HDHD3
Hdhd5	HDHD5
Gm382	HDLBP
4921511C20Rik	HDLBP
Hdlbp	HDLBP
Hdx	HDX
Heatr1	HEATR1
Heatr3	HEATR3
Heatr5b	HEATR5B
Heatr6	HEATR6
Hebp1	HEBP1
Heca	HECA
Hectd1	HECTD1
Hectd2	HECTD2
Hectd3	HECTD3
Gm15800	HECTD4
Hecw1	HECW1
Hecw2	HECW2
Helb	HELB
Hells	HELLS
Helz	HELZ
Hemk1	HEMK1
Henmt1	HENMT1
Hepacam	HEPACAM
Hepacam2	HEPACAM2
Heph	HEPH
Hephl1	HEPHL1
Herc1	HERC1
Herc2	HERC2
Herc3	HERC3
Herc4	HERC4
Herpud1	HERPUD1
Herpud2	HERPUD2
Hes5	HES5
Hesx1	HESX1
Hexa	HEXA
Hexb	HEXB
Hexdc	HEXDC
Hexim1	HEXIM1
Hey2	HEY2
Heyl	HEYL
Hgd	HGD
Hgf	HGF
Hgfac	HGFAC
Hgs	HGS
Hgsnat	HGSNAT
Hhat	HHAT
Hhatl	HHATL
Hhex	HHEX
Hhip	HHIP
Hhipl1	HHIPL1
Hhipl2	HHIPL2
Hhla1	HHLA1
Hibadh	HIBADH
Hic1	HIC1
Hic2	HIC2
Hid1	HID1
Hif1an	HIF1AN
Hikeshi	HIKESHI
Hinfp	HINFP
Hint2	HINT2
Hint3	HINT3
Hip1	HIP1
Hip1r	HIP1R
Hipk1	HIPK1
Hipk2	HIPK2
Hira	HIRA
Hist1h1c	HIST1H111L
Hist1h1a	HIST1H111L
Hist1h1b	HIST1H111L
Hist1h1d	HIST1H111L
Hist1h1e	HIST1H111L
Hist1h1t	HIST1H111L
Gm6970	HIST1H111L
Hist1h2bp	HIST1H2B5
Hist1h2bq	HIST1H2B5
Hist1h2br	HIST1H2B5
Hist1h2ba	HIST1H2B5
Hist3h2ba	HIST1H2B5
Hist1h2bc	HIST1H2B5
Hist2h2bb	HIST1H2B5
Hivep1	HIVEP1
Hivep2	HIVEP2
Hivep3	HIVEP3
Hk1	HK1
Hk2	HK2
Hkdc1	HKDC1
Hlcs	HLCS
Hlf	HLF
Hlx	HLX
H13	HM13
Hmbox1	HMBOX1
Hmbs	HMBS
Hmces	HMCES
Hmcn1	HMCN1
Hmgn1	HMG14
Hmg20a	HMG20A
Hmg20b	HMG20B
Hmga1	HMGA1
Hmga1-rs1	HMGA1
Hmgb1	HMGB1
Hmgb2	HMGB2
Hmgb3	HMGB3
Hmgcl	HMGCL
Hmgcll1	HMGCLL1
Hmgcr	HMGCR
Hmgcs2	HMGCS2
Hmga2	HMGI-C
Gm20379	HMGN2
Hmgn2	HMGN2
Gm10282	HMGN2
Gm16494	HMGN2
Gm6594	HMGN2
Hmgn3	HMGN3
Hmgxb3	HMGXB3
Arhgap45	HMHA1
Hmmr	HMMR
Hmox1	HMOX1
Hmox2	HMOX2
Hmx1	HMX1
Hmx2	HMX2
Hmx3	HMX3
Hnf1a	HNF1A
Hnf1b	HNF1B
Hnf4a	HNF4A
Hnf4g	HNF4G
Hnmt	HNMT
Hnrnpa0	HNRNPA0
Hnrnpa2b1	HNRNPA2B1
Gm17190	HNRNPA3
Hnrnpa3	HNRNPA3
Gm6793	HNRNPA3
Gm9242	HNRNPA3
Hnrnpab	HNRNPAB
Hnrnpd	HNRNPD
Rbm31y	HNRNPDL
Hnrnpdl	HNRNPDL
Hnrnph2	HNRNPH1
Hnrnpf	HNRNPH1
Hnrnph1	HNRNPH1
Hnrnph3	HNRNPH3
Hnrnpk	HNRNPK
Hnrnpm	HNRNPM
Hnrnpr	HNRNPR
Hnrnpu	HNRNPU
Homer1	HOMER1
Homer2	HOMER2
Homer3	HOMER3
Hook1	HOOK1
Hook2	HOOK2
Hook3	HOOK3
Hormad1	HORMAD1
Hormad2	HORMAD2
Gm27861	HOTAIRM1_2
Gm27985	HOTTIP_2
Hoxa1	HOXA1
Hoxa10	HOXA10
Hoxa11	HOXA11
Gm27492	HOXA11-AS1_2
Gm27817	HOXA11-AS1_4
Gm27454	HOXA11-AS1_5
Hoxa13	HOXA13
Hoxa2	HOXA2
Hoxa4	HOXA4
Hoxa5	HOXA5
Hoxa6	HOXA6
Hoxa7	HOXA7
Hoxb1	HOXB1
Hoxb13	HOXB13
Hoxb4	HOXB4
Hoxb6	HOXB6
Hoxb7	HOXB7
Hoxb8	HOXB8
Hoxb9	HOXB9
Hoxc10	HOXC10
Hoxc11	HOXC11
Hoxc13	HOXC13
Hoxc4	HOXC4
Hoxc6	HOXC6
Hoxc8	HOXC8
Hoxc9	HOXC9
Hoxd10	HOXD10
Hoxd11	HOXD11
Hoxd12	HOXD12
Hoxd13	HOXD13
Hoxd3	HOXD3
Hoxd4	HOXD4
Hoxd8	HOXD8
Hoxd9	HOXD9
Hp1bp3	HP1BP3
Hpca	HPCA
Hpcal1	HPCAL1
Hpcal4	HPCAL4
Hpdl	HPDL
Hpf1	HPF1
Hpgd	HPGD
Hpgds	HPGDS
Hprt	HPRT1
Hps1	HPS1
Hps3	HPS3
Hps4	HPS4
Hps6	HPS6
Hpse	HPSE
Hpse2	HPSE2
Hpx	HPX
Hras	H-RAS
Hrh1	HRH1
Hrh2	HRH2
Hrh3	HRH3
Hrh4	HRH4
Hs1bp3	HS1BP3
Hs2st1	HS2ST1
Hs3st1	HS3ST1
Hs3st2	HS3ST2
Hs3st4	HS3ST4
Hs3st5	HS3ST5
Hs6st1	HS6ST1
Hs6st2	HS6ST2
Hsbp1	HSBP1
Hsbp1l1	HSBP1L1
Hscb	HSCB
Hsd11b2	HSD11B2
Hsd17b1	HSD17B1
Hsd17b12	HSD17B12
Hsd17b2	HSD17B2
Hsd17b3	HSD17B3
Hsd17b4	HSD17B4
Hsd17b7	HSD17B7
Hsd3b7	HSD3B7
Hsdl1	HSDL1
Hsdl2	HSDL2
Hsf2	HSF2
Hsf2bp	HSF2BP
Hsf4	HSF4
Hsf5	HSF5
Hsp90aa1	HSP90AA1
Hsp90ab1	HSP90AB1
Hsp90b1	HSP90B1
Hspa12a	HSPA12A
Hspa13	HSPA13
Hspa14	HSPA14
Hspa2	HSPA2
Hspa4	HSPA4
Hspa4l	HSPA4L
Hspa5	HSPA5
Hspa8	HSPA8
Hspa9	HSPA9
Hspb1	HSPB1
Hspb11	HSPB11
Hspb2	HSPB2
Hspb3	HSPB3
Hspb7	HSPB7
Hspb8	HSPB8
Hspbap1	HSPBAP1
Hspbp1	HSPBP1
Hspd1	HSPD1
Hsph1	HSPH1
Htatip2	HTATIP2
Htr1a	HTR1A
Htr1b	HTR1B
Htr1d	HTR1D
Htr1f	HTR1F
Htr2a	HTR2A
Htr2b	HTR2B
Htr2c	HTR2C
Htr3a	HTR3A
Htr4	HTR4
Htr5b	HTR5A
Htr5a	HTR5A
Htr6	HTR6
Htr7	HTR7
Htra1	HTRA1
Htra3	HTRA3
Htt	HTT
Hunk	HUNK
Hvcn1	HVCN1
Hyal1	HYAL1
Hyal2	HYAL2
Hyal3	HYAL3
Hydin	HYDIN
Hyi	HYI
Hykk	HYKK
Hyls1	HYLS1
Hyou1	HYOU1
Hypk	HYPK
Iah1	IAH1
Iars	IARS
Iars2	IARS2
Iba57	IBA57
Ibsp	IBSP
Ibtk	IBTK
Ica1	ICA1
Ice2	ICE2
Ick	ICK
Icmt	ICMT
Icos	ICOS
Id1	Id1
Id2	ID2
Id3	Id3
Id4	ID4
Ide	IDE
Idh1	IDH1
Idh2	IDH2
